"batsman1","bowler1","ballsFaced","fours","sixes"
"AT Rayudu","Joginder Sharma",8,1,0
"AT Rayudu","JP Duminy",13,0,0
"AT Rayudu","JP Faulkner",18,0,1
"AT Rayudu","JR Hopes",12,6,0
"AT Rayudu","K Gowtham",5,1,0
"AT Rayudu","K Rabada",27,2,1
"AT Rayudu","KA Jamieson",2,0,1
"AT Rayudu","KA Pollard",4,1,0
"AT Rayudu","Kartik Tyagi",4,0,0
"AT Rayudu","KH Pandya",31,0,3
"AT Rayudu","KK Ahmed",17,1,0
"AT Rayudu","KK Cooper",21,3,2
"AT Rayudu","KL Nagarkoti",10,1,1
"AT Rayudu","KMA Paul",5,2,0
"AT Rayudu","KP Appanna",3,1,0
"AT Rayudu","KP Pietersen",9,1,0
"AT Rayudu","Kuldeep Yadav",24,1,1
"AT Rayudu","KV Sharma",15,1,0
"AT Rayudu","KW Richardson",6,1,0
"AT Rayudu","L Ablish",4,2,0
"AT Rayudu","L Balaji",16,3,2
"AT Rayudu","LE Plunkett",4,2,1
"AT Rayudu","LH Ferguson",13,1,0
"AT Rayudu","LS Livingstone",5,1,1
"AT Rayudu","M Ashwin",17,0,0
"AT Rayudu","M Jansen",5,2,0
"AT Rayudu","M Kartik",14,2,0
"AT Rayudu","M Markande",8,0,0
"AT Rayudu","M Morkel",31,2,1
"AT Rayudu","M Muralitharan",20,0,0
"AT Rayudu","M Prasidh Krishna",11,1,0
"AT Rayudu","MA Starc",2,0,0
"AT Rayudu","MC Henriques",30,3,1
"AT Rayudu","MF Maharoof",2,0,0
"AT Rayudu","MG Johnson",14,3,0
"AT Rayudu","MJ McClenaghan",11,2,1
"AT Rayudu","MK Tiwary",5,0,1
"AT Rayudu","MM Ali",18,1,0
"AT Rayudu","MM Sharma",43,3,3
"AT Rayudu","Mohammed Shami",16,1,1
"AT Rayudu","Mohammed Siraj",19,2,2
"AT Rayudu","MP Stoinis",10,0,2
"AT Rayudu","MR Marsh",12,1,0
"AT Rayudu","Mujeeb Ur Rahman",8,0,0
"AT Rayudu","Mustafizur Rahman",15,3,0
"AT Rayudu","N Rana",5,3,0
"AT Rayudu","NA Saini",43,6,2
"AT Rayudu","NLTC Perera",22,3,1
"AT Rayudu","NM Coulter-Nile",12,3,0
"AT Rayudu","P Awana",10,0,0
"AT Rayudu","P Kumar",34,5,1
"AT Rayudu","P Negi",13,0,2
"AT Rayudu","P Sahu",7,1,0
"AT Rayudu","Pankaj Singh",10,1,2
"AT Rayudu","Parvez Rasool",3,0,0
"AT Rayudu","PD Collingwood",8,0,0
"AT Rayudu","PJ Cummins",11,3,0
"AT Rayudu","PJ Sangwan",11,0,0
"AT Rayudu","PP Chawla",49,5,4
"AT Rayudu","PP Ojha",13,2,0
"AT Rayudu","PV Tambe",8,0,1
"AT Rayudu","PWH de Silva",2,0,0
"AT Rayudu","R Ashwin",82,4,4
"AT Rayudu","R Bhatia",17,2,0
"AT Rayudu","R Dhawan",9,2,1
"AT Rayudu","R Parag",15,1,1
"AT Rayudu","R Sharma",15,2,0
"AT Rayudu","R Tewatia",16,0,2
"AT Rayudu","R Vinay Kumar",22,2,2
"AT Rayudu","RA Jadeja",40,2,2
"AT Rayudu","Rashid Khan",65,6,4
"AT Rayudu","Ravi Bishnoi",16,2,0
"AT Rayudu","RD Chahar",37,4,3
"AT Rayudu","RG Sharma",7,1,0
"AT Rayudu","RJ Harris",14,3,0
"AT Rayudu","RP Meredith",11,1,0
"AT Rayudu","RP Singh",6,0,0
"AT Rayudu","RR Powar",5,1,1
"AT Rayudu","RS Bopara",3,0,0
"AT Rayudu","RV Gomez",6,0,2
"AT Rayudu","S Aravind",18,1,1
"AT Rayudu","S Badree",5,1,0
"AT Rayudu","S Dube",2,1,0
"AT Rayudu","S Gopal",16,0,0
"AT Rayudu","S Kaul",28,5,2
"AT Rayudu","S Ladda",4,1,1
"AT Rayudu","S Nadeem",49,2,5
"AT Rayudu","S Randiv",2,0,0
"AT Rayudu","Sandeep Sharma",46,8,3
"AT Rayudu","SB Jakati",3,0,0
"AT Rayudu","SB Wagh",9,0,0
"AT Rayudu","SE Bond",2,0,0
"AT Rayudu","Shahbaz Ahmed",4,0,1
"AT Rayudu","Shakib Al Hasan",56,7,4
"AT Rayudu","Shivam Mavi",3,0,0
"AT Rayudu","Shivam Sharma",4,0,0
"AT Rayudu","SJ Srivastava",7,1,0
"AT Rayudu","SK Raina",4,0,0
"AT Rayudu","SK Trivedi",19,1,1
"AT Rayudu","SK Warne",10,1,0
"AT Rayudu","SL Malinga",7,1,0
"AT Rayudu","SM Boland",4,1,0
"AT Rayudu","SM Curran",5,0,0
"AT Rayudu","SMSM Senanayake",2,0,0
"AT Rayudu","SN Thakur",4,0,0
"AT Rayudu","SP Narine",60,5,0
"AT Rayudu","SR Watson",34,6,0
"AT Rayudu","STR Binny",13,2,1
"AT Rayudu","T Natarajan",16,2,0
"AT Rayudu","TA Boult",30,4,3
"AT Rayudu","TG Southee",15,4,2
"AT Rayudu","TK Curran",5,1,0
"AT Rayudu","TM Dilshan",2,0,0
"AT Rayudu","TU Deshpande",2,0,0
"AT Rayudu","Umran Malik",10,2,0
"AT Rayudu","UT Yadav",55,5,4
"AT Rayudu","V Kohli",6,0,0
"AT Rayudu","V Shankar",10,1,0
"AT Rayudu","VR Aaron",21,1,1
"AT Rayudu","Washington Sundar",29,2,2
"AT Rayudu","WD Parnell",13,2,0
"AT Rayudu","YK Pathan",9,1,1
"AT Rayudu","YS Chahal",82,1,2
"AT Rayudu","Yuvraj Singh",31,0,1
"AT Rayudu","Z Khan",23,4,2
"AUK Pathan","A Mishra",4,0,0
"AUK Pathan","Azhar Mahmood",4,0,0
"AUK Pathan","JA Morkel",4,2,1
"AUK Pathan","PC Valthaty",4,0,1
"AUK Pathan","R Vinay Kumar",5,3,0
"Avesh Khan","Arshdeep Singh",2,0,0
"Avesh Khan","M Prasidh Krishna",2,0,0
"Avesh Khan","Mohammed Shami",3,1,0
"Avesh Khan","Rashid Khan",4,0,2
"Avesh Khan","TG Southee",3,1,0
"Avesh Khan","YS Chahal",1,0,1
"Azhar Mahmood","A Ashish Reddy",6,2,0
"Azhar Mahmood","A Mishra",5,1,0
"Azhar Mahmood","A Nehra",2,1,0
"Azhar Mahmood","AA Chavan",4,0,0
"Azhar Mahmood","AD Russell",11,3,0
"Azhar Mahmood","BW Hilfenhaus",4,1,0
"Azhar Mahmood","CH Morris",3,0,0
"Azhar Mahmood","DJ Bravo",8,0,0
"Azhar Mahmood","DL Vettori",4,0,0
"Azhar Mahmood","DT Christian",4,0,0
"Azhar Mahmood","DW Steyn",2,0,0
"Azhar Mahmood","GJ Maxwell",4,1,2
"Azhar Mahmood","Harbhajan Singh",19,2,1
"Azhar Mahmood","HV Patel",4,1,1
"Azhar Mahmood","IK Pathan",19,1,0
"Azhar Mahmood","J Botha",6,0,0
"Azhar Mahmood","J Theron",2,0,0
"Azhar Mahmood","JA Morkel",3,1,0
"Azhar Mahmood","JD Unadkat",9,2,0
"Azhar Mahmood","JH Kallis",2,0,0
"Azhar Mahmood","JP Faulkner",7,1,0
"Azhar Mahmood","KA Pollard",6,0,0
"Azhar Mahmood","KK Cooper",5,1,0
"Azhar Mahmood","M Muralitharan",12,2,1
"Azhar Mahmood","MC Henriques",6,3,0
"Azhar Mahmood","MM Patel",2,0,0
"Azhar Mahmood","MS Gony",6,1,0
"Azhar Mahmood","NM Coulter-Nile",4,2,0
"Azhar Mahmood","P Negi",2,0,0
"Azhar Mahmood","PP Ojha",8,1,1
"Azhar Mahmood","R Ashwin",5,0,0
"Azhar Mahmood","R Dhawan",11,0,0
"Azhar Mahmood","R Vinay Kumar",15,3,1
"Azhar Mahmood","RA Jadeja",4,0,2
"Azhar Mahmood","S Kaul",2,0,0
"Azhar Mahmood","SK Trivedi",15,2,1
"Azhar Mahmood","SL Malinga",12,3,1
"Azhar Mahmood","SP Narine",6,0,0
"Azhar Mahmood","SR Watson",5,1,0
"Azhar Mahmood","STR Binny",7,1,0
"Azhar Mahmood","SW Tait",4,0,0
"Azhar Mahmood","TP Sudhindra",5,1,1
"Azhar Mahmood","UT Yadav",11,1,0
"Azhar Mahmood","V Pratap Singh",1,0,0
"Azhar Mahmood","VR Aaron",11,0,1
"Azhar Mahmood","Z Khan",8,0,0
"B Akhil","A Nehra",8,1,1
"B Akhil","DS Kulkarni",4,0,0
"B Akhil","Harbhajan Singh",2,0,0
"B Akhil","JA Morkel",1,0,0
"B Akhil","LPC Silva",4,0,3
"B Akhil","M Morkel",4,0,0
"B Akhil","M Ntini",3,1,0
"B Akhil","SK Warne",4,0,0
"B Akhil","UT Yadav",5,0,1
"B Akhil","WPUJC Vaas",3,2,0
"B Akhil","YK Pathan",5,1,0
"B Chipli","AB Agarkar",6,2,1
"B Chipli","AB Dinda",8,1,0
"B Chipli","AG Murtaza",4,0,0
"B Chipli","B Kumar",2,0,0
"B Chipli","B Lee",4,2,0
"B Chipli","DL Vettori",5,0,0
"B Chipli","DP Vijaykumar",3,0,0
"B Chipli","Harbhajan Singh",5,0,0
"B Chipli","IK Pathan",3,1,0
"B Chipli","Iqbal Abdulla",6,1,0
"B Chipli","JA Morkel",2,0,0
"B Chipli","JD Unadkat",5,1,0
"B Chipli","JEC Franklin",3,0,0
"B Chipli","JH Kallis",3,0,0
"B Chipli","JJ van der Wath",4,0,0
"B Chipli","JR Hopes",1,0,0
"B Chipli","KA Pollard",8,1,0
"B Chipli","L Balaji",3,0,0
"B Chipli","M Morkel",3,0,0
"B Chipli","MM Patel",6,0,0
"B Chipli","MR Marsh",6,2,0
"B Chipli","P Kumar",3,0,0
"B Chipli","PC Valthaty",5,1,0
"B Chipli","PP Chawla",4,1,0
"B Chipli","R Bhatia",13,3,0
"B Chipli","R Ninan",7,0,2
"B Chipli","R Sathish",4,1,0
"B Chipli","R Sharma",2,0,0
"B Chipli","RA Jadeja",6,0,1
"B Chipli","RN ten Doeschate",4,0,0
"B Chipli","RP Singh",12,2,0
"B Chipli","S Aravind",4,1,0
"B Chipli","S Nadeem",6,0,0
"B Chipli","S Randiv",6,0,0
"B Chipli","SB Jakati",10,0,0
"B Chipli","SK Trivedi",7,1,0
"B Chipli","SK Warne",2,0,0
"B Chipli","SL Malinga",2,0,0
"B Chipli","TM Dilshan",6,0,1
"B Chipli","UT Yadav",1,0,0
"B Chipli","WD Parnell",11,1,1
"B Chipli","YK Pathan",10,1,1
"B Chipli","Yuvraj Singh",6,0,0
"B Chipli","Z Khan",9,4,0
"B Kumar","A Zampa",2,0,0
"B Kumar","AB Dinda",5,1,1
"B Kumar","AD Russell",9,1,0
"B Kumar","AN Ahmed",2,0,0
"B Kumar","Arshdeep Singh",3,0,0
"B Kumar","Avesh Khan",5,1,0
"B Kumar","Azhar Mahmood",6,1,0
"B Kumar","C Sakariya",5,1,0
"B Kumar","CH Morris",10,1,0
"B Kumar","DE Bollinger",2,0,0
"B Kumar","DJ Bravo",23,0,0
"B Kumar","DL Chahar",2,0,0
"B Kumar","HV Patel",9,0,0
"B Kumar","J Botha",1,0,0
"B Kumar","JD Unadkat",3,0,0
"B Kumar","JJ Bumrah",8,0,0
"B Kumar","JO Holder",6,1,0
"B Kumar","JR Hazlewood",5,1,0
"B Kumar","K Khejroliya",1,0,0
"B Kumar","K Rabada",3,0,0
"B Kumar","KA Pollard",3,0,0
"B Kumar","Kuldeep Yadav",3,1,0
"B Kumar","L Balaji",5,0,0
"B Kumar","L Ngidi",6,0,0
"B Kumar","M de Lange",4,2,0
"B Kumar","M Kartik",1,0,0
"B Kumar","M Muralitharan",2,0,0
"B Kumar","M Prasidh Krishna",3,1,0
"B Kumar","MG Johnson",3,0,0
"B Kumar","MM Patel",3,1,0
"B Kumar","MS Gony",4,1,0
"B Kumar","Mustafizur Rahman",1,0,0
"B Kumar","NA Saini",5,0,0
"B Kumar","NLTC Perera",6,2,0
"B Kumar","NM Coulter-Nile",6,1,0
"B Kumar","NT Ellis",2,0,0
"B Kumar","PP Ojha",3,0,0
"B Kumar","R Dhawan",4,0,0
"B Kumar","R Parag",2,0,0
"B Kumar","R Rampaul",5,0,0
"B Kumar","R Vinay Kumar",8,2,0
"B Kumar","RA Jadeja",8,1,1
"B Kumar","RJ Harris",6,0,0
"B Kumar","RP Singh",5,0,0
"B Kumar","Shivam Mavi",2,0,0
"B Kumar","SL Malinga",8,0,0
"B Kumar","SN Thakur",1,0,0
"B Kumar","SP Narine",9,0,0
"B Kumar","SR Watson",1,0,0
"B Kumar","STR Binny",3,0,0
"B Kumar","TA Boult",2,0,0
"B Kumar","TG Southee",8,0,0
"B Kumar","UT Yadav",4,2,1
"B Kumar","Z Khan",2,1,0
"B Laughlin","MG Johnson",1,0,0
"B Laughlin","PP Ojha",1,0,0
"B Laughlin","S Kaul",3,0,0
"B Laughlin","SL Malinga",6,0,0
"B Lee","A Nehra",5,0,2
"B Lee","A Singh",8,1,2
"B Lee","AB Agarkar",5,1,0
"B Lee","AM Rahane",2,0,0
"B Lee","DS Kulkarni",7,0,1
"B Lee","Harbhajan Singh",4,2,0
"B Lee","HV Patel",4,0,1
"B Lee","JP Duminy",3,0,0
"B Lee","KA Pollard",1,0,0
"B Lee","KK Cooper",4,1,0
"B Lee","M Muralitharan",2,0,0
"B Lee","P Kumar",1,0,0
"B Lee","PP Ojha",2,0,0
"B Lee","R Ashwin",3,0,0
"B Lee","RE van der Merwe",4,0,1
"B Lee","RJ Harris",6,0,1
"B Lee","RP Singh",7,0,0
"B Lee","S Sreesanth",3,1,0
"B Lee","SE Bond",2,0,0
"B Lee","SK Raina",4,1,0
"B Lee","SL Malinga",3,1,0
"B Lee","ST Jayasuriya",4,0,0
"B Lee","SW Tait",3,0,0
"B Lee","TL Suman",2,0,0
"B Lee","UT Yadav",2,0,0
"B Lee","VY Mahesh",3,0,0
"B Lee","Z Khan",4,0,0
"B Stanlake","BCJ Cutting",2,1,0
"B Sumanth","A Nehra",4,0,0
"B Sumanth","DE Bollinger",4,0,0
"B Sumanth","DP Nannes",2,0,0
"B Sumanth","IK Pathan",1,0,0
"B Sumanth","JH Kallis",1,0,0
"B Sumanth","M Muralitharan",4,1,0
"B Sumanth","PD Collingwood",3,0,0
"B Sumanth","R Ashwin",3,0,0
"B Sumanth","R Vinay Kumar",3,0,0
"B Sumanth","SB Jakati",8,1,0
"B Sumanth","UT Yadav",1,0,0
"B Sumanth","VS Malik",1,1,0
"B Sumanth","Yuvraj Singh",1,0,0
"BA Bhatt","SP Narine",2,0,1
"BA Stokes","A Mishra",3,1,0
"BA Stokes","A Nortje",6,0,0
"BA Stokes","AJ Tye",6,0,0
"BA Stokes","Ankit Soni",10,0,0
"BA Stokes","AR Patel",20,2,1
"BA Stokes","Arshdeep Singh",9,3,0
"BA Stokes","B Kumar",5,3,0
"BA Stokes","B Stanlake",4,0,0
"BA Stokes","Basil Thampi",17,2,2
"BA Stokes","Bipul Sharma",11,0,3
"BA Stokes","CH Morris",15,0,1
"BA Stokes","CJ Jordan",3,0,1
"BA Stokes","CR Woakes",1,0,0
"BA Stokes","DJ Bravo",14,1,1
"BA Stokes","DL Chahar",15,3,0
"BA Stokes","DR Smith",15,3,1
"BA Stokes","Harbhajan Singh",4,1,1
"BA Stokes","HF Gurney",2,0,0
"BA Stokes","HH Pandya",6,1,0
"BA Stokes","I Sharma",3,1,0
"BA Stokes","I Udana",4,1,0
"BA Stokes","Imran Tahir",32,3,1
"BA Stokes","JJ Bumrah",22,2,0
"BA Stokes","JL Pattinson",8,2,1
"BA Stokes","JO Holder",7,2,0
"BA Stokes","JP Faulkner",11,2,0
"BA Stokes","JR Hazlewood",4,1,0
"BA Stokes","K Khejroliya",9,1,1
"BA Stokes","K Rabada",9,2,0
"BA Stokes","KA Pollard",10,0,0
"BA Stokes","KH Pandya",14,4,0
"BA Stokes","Kuldeep Yadav",20,0,1
"BA Stokes","M Ashwin",6,1,2
"BA Stokes","M Markande",6,1,0
"BA Stokes","M Prasidh Krishna",7,0,0
"BA Stokes","MC Henriques",6,0,0
"BA Stokes","MG Johnson",3,1,0
"BA Stokes","MJ McClenaghan",10,2,1
"BA Stokes","MJ Santner",4,0,0
"BA Stokes","MM Sharma",5,0,0
"BA Stokes","MN Samuels",4,0,1
"BA Stokes","Mohammed Shami",15,2,1
"BA Stokes","Mohammed Siraj",2,0,0
"BA Stokes","MP Stoinis",9,1,1
"BA Stokes","Mujeeb Ur Rahman",10,1,1
"BA Stokes","Mustafizur Rahman",7,1,0
"BA Stokes","N Rana",1,0,0
"BA Stokes","NA Saini",4,1,0
"BA Stokes","PJ Cummins",16,2,1
"BA Stokes","PJ Sangwan",12,1,1
"BA Stokes","PP Chawla",8,1,0
"BA Stokes","R Ashwin",17,3,0
"BA Stokes","RA Jadeja",23,0,4
"BA Stokes","Rashid Khan",18,0,0
"BA Stokes","RD Chahar",14,1,2
"BA Stokes","S Aravind",2,0,0
"BA Stokes","S Kaul",13,2,0
"BA Stokes","S Nadeem",8,1,0
"BA Stokes","Sandeep Sharma",14,1,0
"BA Stokes","Shivam Mavi",11,1,0
"BA Stokes","SK Raina",4,1,0
"BA Stokes","SN Thakur",17,0,1
"BA Stokes","SP Narine",17,1,0
"BA Stokes","SR Watson",7,1,0
"BA Stokes","Swapnil Singh",5,0,1
"BA Stokes","T Natarajan",8,0,0
"BA Stokes","TA Boult",23,7,0
"BA Stokes","TG Southee",6,1,0
"BA Stokes","TU Deshpande",5,2,0
"BA Stokes","UT Yadav",7,1,0
"BA Stokes","V Shankar",9,0,0
"BA Stokes","Washington Sundar",10,0,0
"BA Stokes","Y Prithvi Raj",3,1,0
"BA Stokes","Z Khan",3,0,0
"Basil Thampi","A Nehra",1,0,0
"Basil Thampi","B Kumar",3,0,0
"Basil Thampi","BA Stokes",3,0,0
"Basil Thampi","BCJ Cutting",4,0,1
"Basil Thampi","JD Unadkat",2,0,0
"Basil Thampi","JJ Bumrah",2,0,0
"Basil Thampi","KMA Paul",1,0,0
"Basil Thampi","MJ McClenaghan",4,0,0
"Basil Thampi","Mustafizur Rahman",3,0,0
"Basil Thampi","Sandeep Sharma",5,1,0
"Basil Thampi","T Natarajan",6,0,0
"BAW Mendis","R Vinay Kumar",1,0,0
"BAW Mendis","RP Singh",3,0,0
"BB McCullum","A Kumble",22,1,0
"BB McCullum","A Mishra",22,3,0
"BB McCullum","A Mithun",3,1,1
"BB McCullum","A Nehra",30,4,1
"BB McCullum","A Singh",2,0,0
"BB McCullum","AA Chavan",3,0,0
"BB McCullum","AA Noffke",13,1,2
"BB McCullum","AB Dinda",10,1,0
"BB McCullum","AD Mascarenhas",8,1,0
"BB McCullum","AD Mathews",9,1,0
"BB McCullum","AD Russell",9,0,0
"BB McCullum","AF Milne",10,1,2
"BB McCullum","AG Murtaza",24,1,0
"BB McCullum","AM Nayar",2,0,0
"BB McCullum","AN Ahmed",2,0,0
"BB McCullum","Ankit Sharma",24,3,1
"BB McCullum","Anureet Singh",7,0,1
"BB McCullum","AR Patel",40,3,1
"BB McCullum","AS Rajpoot",3,0,1
"BB McCullum","B Akhil",10,0,2
"BB McCullum","B Kumar",41,1,1
"BB McCullum","B Lee",15,2,1
"BB McCullum","BA Bhatt",8,0,0
"BB McCullum","BA Stokes",13,2,1
"BB McCullum","BB Sran",18,3,1
"BB McCullum","BCJ Cutting",4,1,0
"BB McCullum","BE Hendricks",4,1,0
"BB McCullum","Bipul Sharma",16,1,0
"BB McCullum","BW Hilfenhaus",7,2,0
"BB McCullum","CH Gayle",6,2,0
"BB McCullum","CH Morris",13,2,1
"BB McCullum","CJ Anderson",13,3,0
"BB McCullum","CL White",4,1,2
"BB McCullum","CR Woakes",4,0,0
"BB McCullum","CRD Fernando",14,2,0
"BB McCullum","D Wiese",4,1,0
"BB McCullum","DE Bollinger",13,3,0
"BB McCullum","DJ Bravo",22,0,0
"BB McCullum","DJ Hooda",2,0,0
"BB McCullum","DJ Willey",2,1,0
"BB McCullum","DL Vettori",27,4,0
"BB McCullum","DP Nannes",17,3,3
"BB McCullum","DS Kulkarni",4,0,0
"BB McCullum","DT Christian",3,0,1
"BB McCullum","DW Steyn",16,1,1
"BB McCullum","FH Edwards",2,0,0
"BB McCullum","GJ Maxwell",9,1,0
"BB McCullum","Harbhajan Singh",47,8,3
"BB McCullum","Harmeet Singh",1,0,0
"BB McCullum","HH Pandya",5,1,2
"BB McCullum","HV Patel",5,1,0
"BB McCullum","I Sharma",15,2,3
"BB McCullum","IK Pathan",48,5,0
"BB McCullum","Imran Tahir",19,5,2
"BB McCullum","Iqbal Abdulla",11,0,0
"BB McCullum","J Suchith",5,0,0
"BB McCullum","JA Morkel",31,8,4
"BB McCullum","JD Ryder",12,1,0
"BB McCullum","JD Unadkat",10,2,0
"BB McCullum","JDP Oram",10,0,4
"BB McCullum","JH Kallis",49,7,3
"BB McCullum","JJ Bumrah",23,5,2
"BB McCullum","JP Duminy",10,2,0
"BB McCullum","JP Faulkner",21,3,0
"BB McCullum","K Gowtham",4,1,0
"BB McCullum","KA Pollard",16,4,1
"BB McCullum","Karanveer Singh",9,0,0
"BB McCullum","KH Pandya",24,3,1
"BB McCullum","KP Appanna",9,1,0
"BB McCullum","Kuldeep Yadav",18,2,2
"BB McCullum","KV Sharma",24,1,4
"BB McCullum","KW Richardson",9,3,2
"BB McCullum","L Balaji",4,0,0
"BB McCullum","LH Ferguson",10,0,1
"BB McCullum","M Ashwin",8,0,1
"BB McCullum","M Kartik",14,2,0
"BB McCullum","M Markande",7,3,0
"BB McCullum","M Morkel",38,8,2
"BB McCullum","M Muralitharan",16,2,1
"BB McCullum","MA Starc",10,3,0
"BB McCullum","MC Henriques",8,0,0
"BB McCullum","MG Johnson",34,6,3
"BB McCullum","MJ Clarke",15,1,0
"BB McCullum","MJ McClenaghan",18,1,1
"BB McCullum","MM Patel",15,2,0
"BB McCullum","MM Sharma",7,1,0
"BB McCullum","MR Marsh",3,1,0
"BB McCullum","MS Gony",7,2,1
"BB McCullum","Mustafizur Rahman",6,0,0
"BB McCullum","NLTC Perera",4,2,0
"BB McCullum","NM Coulter-Nile",6,3,1
"BB McCullum","P Awana",11,2,1
"BB McCullum","P Kumar",32,4,3
"BB McCullum","P Negi",26,1,3
"BB McCullum","P Suyal",6,0,1
"BB McCullum","Parvez Rasool",5,1,1
"BB McCullum","PJ Cummins",23,4,6
"BB McCullum","PJ Sangwan",10,0,1
"BB McCullum","PP Chawla",60,6,3
"BB McCullum","PP Ojha",6,0,1
"BB McCullum","PV Tambe",15,1,2
"BB McCullum","R Ashwin",41,1,1
"BB McCullum","R Bhatia",26,1,1
"BB McCullum","R Dhawan",11,1,1
"BB McCullum","R McLaren",13,2,0
"BB McCullum","R Sathish",13,2,0
"BB McCullum","R Vinay Kumar",49,14,3
"BB McCullum","RA Jadeja",1,1,0
"BB McCullum","Rashid Khan",4,0,0
"BB McCullum","RE van der Merwe",5,1,0
"BB McCullum","RJ Harris",16,0,2
"BB McCullum","RP Singh",23,2,3
"BB McCullum","RR Powar",6,0,0
"BB McCullum","RS Bopara",9,1,0
"BB McCullum","S Aravind",24,2,0
"BB McCullum","S Badree",2,0,0
"BB McCullum","S Nadeem",35,4,0
"BB McCullum","S Sriram",9,3,1
"BB McCullum","S Tyagi",9,5,1
"BB McCullum","Sandeep Sharma",31,5,1
"BB McCullum","SB Jakati",30,0,2
"BB McCullum","SB Joshi",11,0,2
"BB McCullum","SC Ganguly",6,1,0
"BB McCullum","Shakib Al Hasan",30,5,0
"BB McCullum","Shivam Mavi",3,0,0
"BB McCullum","SJ Srivastava",7,1,0
"BB McCullum","SK Raina",19,2,1
"BB McCullum","SL Malinga",65,11,3
"BB McCullum","SM Pollock",2,0,0
"BB McCullum","SN Thakur",13,2,0
"BB McCullum","SP Narine",30,4,0
"BB McCullum","SR Watson",19,3,3
"BB McCullum","STR Binny",9,2,0
"BB McCullum","SW Tait",6,1,1
"BB McCullum","T Shamsi",5,1,0
"BB McCullum","TA Boult",21,8,1
"BB McCullum","TG Southee",9,2,1
"BB McCullum","TM Dilshan",9,1,0
"BB McCullum","UT Yadav",34,6,2
"BB McCullum","V Kohli",2,0,0
"BB McCullum","VR Aaron",16,2,1
"BB McCullum","VS Malik",7,1,1
"BB McCullum","Washington Sundar",2,0,0
"BB McCullum","WD Parnell",12,1,1
"BB McCullum","WPUJC Vaas",3,1,0
"BB McCullum","YA Abdulla",10,0,1
"BB McCullum","YK Pathan",5,0,0
"BB McCullum","YS Chahal",24,1,1
"BB McCullum","Yuvraj Singh",5,1,0
"BB McCullum","Z Khan",67,7,5
"BB Samantray","AD Mathews",7,1,0
"BB Samantray","Azhar Mahmood",4,0,0
"BB Samantray","B Kumar",1,0,0
"BB Samantray","Iqbal Abdulla",1,0,0
"BB Samantray","JP Faulkner",3,1,0
"BB Samantray","KK Cooper",5,1,0
"BB Samantray","Mohammed Shami",1,1,0
"BB Samantray","MR Marsh",10,1,0
"BB Samantray","MS Gony",4,1,0
"BB Samantray","PP Chawla",4,0,0
"BB Samantray","R Sharma",15,1,1
"BB Samantray","RP Singh",2,0,0
"BB Samantray","SR Watson",4,0,0
"BB Samantray","WD Parnell",2,0,0
"BB Sran","A Zampa",1,0,0
"BB Sran","AD Russell",2,0,0
"BB Sran","AS Rajpoot",2,0,0
"BB Sran","M Prasidh Krishna",1,0,0
"BB Sran","NM Coulter-Nile",1,0,0
"BB Sran","PP Chawla",1,0,0
"BB Sran","S Kaul",4,0,0
"BB Sran","Sandeep Sharma",1,0,0
"BCJ Cutting","A Mishra",5,0,0
"BCJ Cutting","AJ Tye",3,0,0
"BCJ Cutting","AR Patel",7,0,0
"BCJ Cutting","B Stanlake",1,0,0
"BCJ Cutting","BA Stokes",3,0,1
"BCJ Cutting","CJ Jordan",5,1,0
"BCJ Cutting","CR Woakes",5,1,1
"BCJ Cutting","DJ Bravo",5,1,0
"BCJ Cutting","HH Pandya",2,0,0
"BCJ Cutting","HV Patel",2,0,1
"BCJ Cutting","Imran Tahir",1,0,0
"BCJ Cutting","JC Archer",10,0,1
"BCJ Cutting","JD Unadkat",3,1,0
"BCJ Cutting","JJ Bumrah",3,1,0
"BCJ Cutting","K Rabada",2,0,0
"BCJ Cutting","LE Plunkett",5,2,1
"BCJ Cutting","M Prasidh Krishna",5,0,1
"BCJ Cutting","MJ McClenaghan",1,1,0
"BCJ Cutting","MK Tiwary",2,0,1
"BCJ Cutting","MM Sharma",3,0,1
"BCJ Cutting","Mohammed Siraj",1,0,0
"BCJ Cutting","PP Chawla",5,1,2
"BCJ Cutting","R Ashwin",4,0,0
"BCJ Cutting","Rashid Khan",3,1,0
"BCJ Cutting","S Kaul",3,0,0
"BCJ Cutting","S Kaushik",2,0,0
"BCJ Cutting","S Lamichhane",2,0,0
"BCJ Cutting","Sandeep Sharma",5,0,1
"BCJ Cutting","Shakib Al Hasan",2,0,0
"BCJ Cutting","SL Malinga",5,2,0
"BCJ Cutting","SP Narine",4,0,0
"BCJ Cutting","SR Watson",18,2,6
"BCJ Cutting","TA Boult",9,0,1
"BCJ Cutting","TG Southee",5,1,1
"BCJ Cutting","TS Mills",1,0,0
"BE Hendricks","A Nehra",2,0,0
"Bipul Sharma","AA Chavan",3,1,0
"Bipul Sharma","AB Dinda",5,1,0
"Bipul Sharma","B Lee",3,0,0
"Bipul Sharma","BA Stokes",4,0,0
"Bipul Sharma","CJ Jordan",3,1,0
"Bipul Sharma","CR Woakes",5,0,1
"Bipul Sharma","DJ Bravo",4,1,1
"Bipul Sharma","DS Kulkarni",4,0,1
"Bipul Sharma","J Botha",1,0,0
"Bipul Sharma","JA Morkel",3,0,0
"Bipul Sharma","JD Unadkat",8,0,1
