"batsman1","bowler1","totalRuns"
"DT Tiripano","JN Loftie-Eaton",2
"DT Tiripano","Karim Janat",12
"DT Tiripano","Mahedi Hasan",6
"DT Tiripano","MG Erasmus",1
"DT Tiripano","Mohammad Hasnain",6
"DT Tiripano","Mohammad Nabi",1
"DT Tiripano","Mohammad Saifuddin",1
"DT Tiripano","Muhammad Musa",14
"DT Tiripano","Mustafizur Rahman",6
"DT Tiripano","Nijat Masood",1
"DT Tiripano","PA van Meekeren",2
"DT Tiripano","PM Seelaar",2
"DT Tiripano","R Trumpelmann",4
"DT Tiripano","Rashid Khan",9
"DT Tiripano","RE van der Merwe",1
"DT Tiripano","SC Getkate",2
"DT Tiripano","Simi Singh",3
"DT Tiripano","Usman Qadir",2
"DT Tiripano","Wahab Riaz",8
"DV Varghese","A Andrews",1
"DV Varghese","AA Gajic",1
"DV Varghese","Amar Sharma",1
"DV Varghese","Arjun Vinod",3
"DV Varghese","BP Adapaka",2
"DV Varghese","Ijaz Hussain",1
"DV Varghese","M Cope",2
"DV Varghese","MV Pavlovic",1
"DV Varghese","R Kumar",1
"DV Varghese","Sazib Bhuiyan",1
"DV Varghese","Sukhkaran Sahi",2
"DV Varghese","Taranjeet Singh",4
"DV Varghese","V Saini",9
"DV Varghese","V Zimonjic",1
"DV Varghese","VP Thamotharam",1
"DV Varghese","WJ Cope",7
"DW Steyn","Ahsan Malik",5
"DW Steyn","CJ Jordan",5
"DW Steyn","DJ Bravo",1
"DW Steyn","DJ Hussey",1
"DW Steyn","I Udana",1
"DW Steyn","Junaid Khan",1
"DW Steyn","RJ Sidebottom",4
"DW Steyn","SCJ Broad",1
"DW Steyn","Shapoor Zadran",1
"DW Steyn","TG Southee",1
"Dylan Steyn","A Kheterpal",19
"Dylan Steyn","A Nanda",3
"Dylan Steyn","AG Weligamage",13
"Dylan Steyn","Ahsan Khan",4
"Dylan Steyn","Ali Nayyer",4
"Dylan Steyn","Amar Sharma",6
"Dylan Steyn","Aqib Iqbal",6
"Dylan Steyn","Arjun Vinod",10
"Dylan Steyn","Asad Ali Rehemtulla",36
"Dylan Steyn","Ashwin Vinod",5
"Dylan Steyn","BA Pai",8
"Dylan Steyn","Bilal Muhammad",9
"Dylan Steyn","BP Adapaka",5
"Dylan Steyn","Dawood Ahmadzai",6
"Dylan Steyn","DV Varghese",21
"Dylan Steyn","G Venkateswaran",7
"Dylan Steyn","Gaurav Mishra",13
"Dylan Steyn","H Lakov",23
"Dylan Steyn","Habib Khan",2
"Dylan Steyn","HV Mandhyan",9
"Dylan Steyn","Ibrahim Jabarkhel",9
"Dylan Steyn","Imran Ameer",1
"Dylan Steyn","J Albin",16
"Dylan Steyn","J Shaju",3
"Dylan Steyn","K Fletcher",17
"Dylan Steyn","K Nestor",7
"Dylan Steyn","K Vislapuu",4
"Dylan Steyn","Khaibar Deldar",10
"Dylan Steyn","M Dixit",13
"Dylan Steyn","M Kadyan",4
"Dylan Steyn","MMR Obili",5
"Dylan Steyn","NK Aneesh Kumar",1
"Dylan Steyn","Noman Amjad",7
"Dylan Steyn","Omar Rassol",14
"Dylan Steyn","P Malav",8
"Dylan Steyn","P Mishra",15
"Dylan Steyn","R Dhiman",3
"Dylan Steyn","R Kumar",19
"Dylan Steyn","S Bodha",2
"Dylan Steyn","SA Mohandas",10
"Dylan Steyn","Sahel Zadran",20
"Dylan Steyn","SKS Gill",25
"Dylan Steyn","Taranjeet Singh",1
"Dylan Steyn","Umair Tariq",4
"Dylan Steyn","V Saini",4
"Dylan Steyn","Washeem Abbas",7
"Dylan Steyn","WJ Cope",18
"E Chigumbura","AB Dinda",2
"E Chigumbura","Abu Hider",1
"E Chigumbura","AC Agar",1
"E Chigumbura","AC Evans",7
"E Chigumbura","AD Mathews",1
"E Chigumbura","Ahmed Raza",15
"E Chigumbura","Aizaz Khan",16
"E Chigumbura","AJ Tye",6
"E Chigumbura","Al-Amin Hossain",3
"E Chigumbura","AM Guruge",7
"E Chigumbura","Amir Hamza",3
"E Chigumbura","Amjad Javed",10
"E Chigumbura","Anwar Ali",9
"E Chigumbura","AR Cusack",17
"E Chigumbura","AR Patel",13
"E Chigumbura","Asad Ali",1
"E Chigumbura","B Lee",1
"E Chigumbura","BAW Mendis",6
"E Chigumbura","BB Sran",4
"E Chigumbura","BD Glover",2
"E Chigumbura","Bilawal Bhatti",13
"E Chigumbura","BMAJ Mendis",8
"E Chigumbura","DAJ Bracewell",37
"E Chigumbura","Dawlat Zadran",5
"E Chigumbura","DJG Sammy",11
"E Chigumbura","DL Vettori",2
"E Chigumbura","Faheem Ashraf",3
"E Chigumbura","FJ Klaassen",9
"E Chigumbura","GH Dockrell",2
"E Chigumbura","GW Aldridge",3
"E Chigumbura","Haris Rauf",6
"E Chigumbura","Hasan Ali",10
"E Chigumbura","Haseeb Amjad",12
"E Chigumbura","Hussain Talat",3
"E Chigumbura","Imran Khan (1)",30
"E Chigumbura","J Botha",5
"E Chigumbura","J Theron",10
"E Chigumbura","JA Richardson",2
"E Chigumbura","JD Unadkat",18
"E Chigumbura","JDP Oram",16
"E Chigumbura","JH Davey",2
"E Chigumbura","JJ Bumrah",24
"E Chigumbura","JM Anderson",1
"E Chigumbura","Junaid Khan",6
"E Chigumbura","KA Pollard",2
"E Chigumbura","KAJ Roach",3
"E Chigumbura","Kamran Shazad",21
"E Chigumbura","KD Mills",29
"E Chigumbura","KJ O'Brien",3
"E Chigumbura","KS Williamson",1
"E Chigumbura","L Ngidi",6
"E Chigumbura","LJ Woodcock",13
"E Chigumbura","Mashrafe Mortaza",1
"E Chigumbura","MD Bates",22
"E Chigumbura","MJ McClenaghan",1
"E Chigumbura","Mohammad Amir",2
"E Chigumbura","Mohammad Hafeez",1
"E Chigumbura","Mohammad Hasnain",2
"E Chigumbura","Mohammad Irfan",2
"E Chigumbura","Mohammad Nabi",36
"E Chigumbura","Mohammad Nawaz (3)",3
"E Chigumbura","Mohammad Sami",27
"E Chigumbura","MRJ Watt",1
"E Chigumbura","Nadeem Ahmed",2
"E Chigumbura","NL McCullum",4
"E Chigumbura","NLTC Perera",4
"E Chigumbura","NW Bracken",3
"E Chigumbura","PA van Meekeren",1
"E Chigumbura","PD Collingwood",7
"E Chigumbura","PM Seelaar",1
"E Chigumbura","PP Chawla",2
"E Chigumbura","PP Ojha",1
"E Chigumbura","R Ashwin",16
"E Chigumbura","R McLaren",1
"E Chigumbura","R Rampaul",18
"E Chigumbura","Rashid Khan",10
"E Chigumbura","RE van der Merwe",16
"E Chigumbura","RJ Peterson",6
"E Chigumbura","RM Hira",4
"E Chigumbura","Saeed Ajmal",12
"E Chigumbura","Samiullah Shenwari",9
"E Chigumbura","Shahid Afridi",17
"E Chigumbura","Shakib Al Hasan",2
"E Chigumbura","Shoaib Malik",5
"E Chigumbura","SM Sharif",10
"E Chigumbura","Sohail Tanvir",25
"E Chigumbura","Taskin Ahmed",1
"E Chigumbura","TG Southee",3
"E Chigumbura","Usman Qadir",16
"E Chigumbura","Wahab Riaz",42
"E Chigumbura","WD Parnell",14
"E Chigumbura","Yasir Shah",1
"E Chigumbura","YS Chahal",20
"E Chigumbura","Zulfiqar Babar",13
"E Dusingizimana","Amoluk Singh",17
"E Dusingizimana","DK Anefie",11
"E Dusingizimana","G Bakiweyem",16
"E Dusingizimana","KS Bagabena",22
"E Ernest","A Rangaswamy",1
"E Ernest","CM Akachukwu",5
"E Ernest","D Maisuria",3
"E Ernest","IO Okpe",2
"E Ernest","K Motlanka",2
"E Ernest","P Aho",2
"E Ernest","R Nehonde",8
"E Haven","A Husain",5
"E Haven","IG Holland",1
"E Haven","KS Leverock",2
"E Haven","LA Musiani",1
"E Haven","NK Patel",1
"E Haven","RJ Trott",4
"E Isaneez","C Viljoen",4
"E Isaneez","MG Erasmus",3
"E Isaneez","N Master",1
"E Kahamker","Ali Yalmaz",8
"E Kahamker","Atif Mehmood",1
"E Kahamker","Imran Ameer",1
"E Kahamker","LA Burns",3
"E Kahamker","Mohammad Atif",11
"E Kahamker","Mohammad Kamran",2
"E Kahamker","VP Thamotharam",10
"E Kahamker","Zeeshan Kukikhel",11
"E Kuyumcu","D Jansen",4
"E Kuyumcu","J Butler",1
"E Kuyumcu","JA Burrows",2
"E Kuyumcu","K Cawte",2
"E Kuyumcu","MJ Ansell",1
"E Kuyumcu","S Nadigotla",6
"E Kuyumcu","Taranjeet Singh",1
"E Lewis","A Dananjaya",20
"E Lewis","A Nortje",13
"E Lewis","A Zampa",12
"E Lewis","Abu Hider",44
"E Lewis","AD Mathews",18
"E Lewis","AJ Tye",16
"E Lewis","AK Markram",20
"E Lewis","Amir Hamza",6
"E Lewis","AU Rashid",10
"E Lewis","B Fernando",8
"E Lewis","B Kumar",51
"E Lewis","B Muzarabani",2
"E Lewis","BC Fortuin",9
"E Lewis","BJ McCarthy",16
"E Lewis","BTJ Wheal",1
"E Lewis","C Campher",2
"E Lewis","CA Young",16
"E Lewis","CJ Jordan",5
"E Lewis","Dawlat Zadran",6
"E Lewis","DJ Willey",1
"E Lewis","DL Chahar",28
"E Lewis","DT Christian",21
"E Lewis","Fareed Ahmad",13
"E Lewis","GF Linde",38
"E Lewis","GH Dockrell",13
"E Lewis","GJ Delany",3
"E Lewis","GJ Maxwell",5
"E Lewis","Gulbadin Naib",2
"E Lewis","Hasan Ali",22
"E Lewis","Imad Wasim",25
"E Lewis","J Little",26
"E Lewis","JE Root",7
"E Lewis","JH Davey",7
"E Lewis","JJ Bumrah",20
"E Lewis","JP Behrendorff",45
"E Lewis","JR Hazlewood",20
"E Lewis","K Rabada",44
"E Lewis","KA Maharaj",14
"E Lewis","Karim Janat",27
"E Lewis","Kuldeep Yadav",23
"E Lewis","L Ngidi",64
"E Lewis","LE Plunkett",7
"E Lewis","Mahedi Hasan",1
"E Lewis","Mahmudullah",2
"E Lewis","Mehedi Hasan Miraz",21
"E Lewis","MJ McClenaghan",10
"E Lewis","MJ Swepson",13
"E Lewis","MM Ali",6
"E Lewis","Mohammad Hafeez",10
"E Lewis","Mohammad Nabi",37
"E Lewis","Mohammad Saifuddin",19
"E Lewis","Mohammad Wasim",13
"E Lewis","Mohammed Shami",42
"E Lewis","MR Adair",8
"E Lewis","MR Marsh",5
"E Lewis","Mujeeb Ur Rahman",24
"E Lewis","Mustafizur Rahman",19
"E Lewis","Naveen-ul-Haq",23
"E Lewis","NLTC Perera",23
"E Lewis","PJ Cummins",2
"E Lewis","PVD Chameera",17
"E Lewis","PWA Mulder",2
"E Lewis","R Ashwin",40
"E Lewis","RA Jadeja",47
"E Lewis","Rashid Khan",18
"E Lewis","RP Burl",3
"E Lewis","RR Hendricks",8
"E Lewis","Shadab Khan",29
"E Lewis","Shaheen Shah Afridi",10
"E Lewis","Shakib Al Hasan",7
"E Lewis","Shapoor Zadran",1
"E Lewis","Shoaib Malik",13
"E Lewis","Sikandar Raza",4
"E Lewis","Simi Singh",30
"E Lewis","SM Sharif",6
"E Lewis","Sohail Tanvir",34
"E Lewis","STR Binny",31
"E Lewis","T Shamsi",22
"E Lewis","Taskin Ahmed",4
"E Lewis","TK Curran",21
"E Lewis","TL Chatara",6
"E Lewis","TS Mills",6
"E Lewis","Usman Qadir",8
"E Lewis","Wahab Riaz",4
"E Lewis","Washington Sundar",32
"E Lewis","YS Chahal",8
"E Niyomugabo","Amoluk Singh",11
"E Niyomugabo","Aziz Sualley",6
"E Niyomugabo","DM Nakrani",1
"E Niyomugabo","G Bakiweyem",34
"E Niyomugabo","GM Ntambalika",4
"E Niyomugabo","KS Bagabena",15
"E Niyomugabo","M Abdulla",6
"E Niyomugabo","M Magagula",7
"E Niyomugabo","MA Baig",2
"E Niyomugabo","MK Anafie",7
"E Niyomugabo","MV Matsau",2
"E Niyomugabo","OH Agbomadzie",18
"E Niyomugabo","Sami Sohail",3
"E Niyomugabo","SK Awiah",34
"E Ochieng","Bilal Hassun",1
"E Ochieng","D Muhumuza",1
"E Ochieng","JO Adedeji",9
"E Ochieng","P Useni",7
"E Otieno","AR Cusack",1
"E Otieno","AS Hansra",3
"E Otieno","DS Airee",1
"E Otieno","GH Dockrell",1
"E Otieno","JH Davey",1
"E Otieno","Mohammad Nabi",8
"E Otieno","MR Swart",1
"E Otieno","Mudassar Bukhari",1
"E Otieno","PA van Meekeren",3
"E Otieno","PW Borren",3
"E Otieno","Rizwan Cheema",1
"E Packard","Amir Zaib",4
"E Packard","Atif Mehmood",4
"E Packard","Bilal Muhammad",1
"E Packard","Farzan Afzal",7
"E Packard","J Khan",2
"E Packard","J Perman",6
"E Packard","Raja Adeel",1
"E Packard","TC Vine",7
"E Packard","Washeem Abbas",2
"E Packard","Yasir Ali",6
"E Packard","Zohaib Sarwar",7
"E Samson","Zeeshan Kukikhel",3
"E Schiferli","RJ Sidebottom",2
"E Schiferli","SCJ Broad",3
"E Schiferli","Shahid Afridi",1
"E Schiferli","Shoaib Malik",1
"E Sebareme","DM Nakrani",3
"E Sebareme","G Bakiweyem",7
"E Sebareme","JK Vifah",9
"E Sebareme","Sami Sohail",1
"E Sebareme","Sarfaraj Patel",4
"E Sebareme","YYM Jakda",11
"E Solomon","Ali Yalmaz",13
"E Solomon","Atif Mehmood",1
"E Solomon","B Arora",5
"E Solomon","Bilal Muhammad",7
"E Solomon","BP Adapaka",1
"E Solomon","HV Mandhyan",5
"E Solomon","Imran Ameer",5
"E Solomon","J Shaju",2
"E Solomon","LA Burns",12
"E Solomon","Mohammad Atif",10
"E Solomon","Mohammad Kamran",2
"E Solomon","SA Mohandas",16
"E Solomon","VP Thamotharam",7
"E Solomon","Zeeshan Kukikhel",1
"E Ul Haq","Abdul-Shakoor Rahimzei",4
"E Ul Haq","ACF Stokes",1
"E Ul Haq","Dawood Ahmadzai",2
"E Ul Haq","Delawar Khan",1
"E Ul Haq","DR Hooper",3
"E Ul Haq","EJB Miles",1
"E Ul Haq","Ghulam Ahmadi",3
"E Ul Haq","Izatullah Dawlatzai",4
"E Ul Haq","JL Martel",3
"E Ul Haq","LC Le Tissier",3
"E Ul Haq","Noman Amjad",7
"E Ul Haq","Sajid Liaqat",3
"E Ul Haq","SVE Bharathi",8
"E Ul Haq","U Shahid",11
"E Ul Haq","V Ganesan",12
"EB Knowles","Aqib Iqbal",7
"EB Knowles","Atif Kamal",4
"EB Knowles","Bilal Zalmai",3
"EB Knowles","Khalid Ahmadi",2
"EB Knowles","P Malav",2
"EB Knowles","Sahel Zadran",15
"EB Knowles","V Vijh",12
"EB Knowles","WJ Cope",5
"EB Ringera","Bilal Hassun",1
"EB Ringera","DM Nakrani",1
"EB Ringera","K Nassoro",1
"EB Ringera","N Vanua",1
"EB Ringera","P Aho",1
"EC Joyce","Abdur Razzak",3
"EC Joyce","AD Russell",2
"EC Joyce","Aftab Alam",4
"EC Joyce","Ahmed Raza",13
"EC Joyce","Ahsan Malik",1
"EC Joyce","Amjad Javed",11
"EC Joyce","CO Obuya",16
"EC Joyce","Dawlat Zadran",6
"EC Joyce","DI Allan",6
"EC Joyce","DJ Bravo",7
"EC Joyce","DJG Sammy",6
"EC Joyce","FH Edwards",9
"EC Joyce","H Masakadza",2
"EC Joyce","HA Varaiya",10
"EC Joyce","JH Stander",9
"EC Joyce","JO Ngoche",13
"EC Joyce","K Santokie",1
"EC Joyce","Kamran Shazad",8
"EC Joyce","MA Parker",13
"EC Joyce","MA Starc",3
"EC Joyce","Mahmudullah",3
"EC Joyce","Mashrafe Mortaza",4
"EC Joyce","Mirwais Ashraf",1
"EC Joyce","MN Samuels",6
"EC Joyce","MR Swart",13
"EC Joyce","Mudassar Bukhari",4
"EC Joyce","NM Odhiambo",2
"EC Joyce","NN Odhiambo",6
"EC Joyce","NW Bracken",1
"EC Joyce","P Utseya",9
"EC Joyce","PJ Cummins",13
"EC Joyce","PL Mommsen",6
"EC Joyce","PM Seelaar",17
"EC Joyce","PW Borren",2
"EC Joyce","R Rampaul",15
"EC Joyce","RD Berrington",17
"EC Joyce","RG Aga",9
"EC Joyce","RM Haq",12
"EC Joyce","Rohan Mustafa",8
"EC Joyce","S Badree",8
"EC Joyce","SC Williams",4
"EC Joyce","Shakib Al Hasan",1
"EC Joyce","Sharif Asadullah",3
"EC Joyce","SM Sharif",21
"EC Joyce","SP Narine",13
"EC Joyce","T Kamungozi",1
"EC Joyce","T Panyangara",2
"EC Joyce","TGJ Gruijters",4
"EC Joyce","TL Chatara",4
"EC Joyce","TLW Cooper",12
"EC Rainsford","R Vinay Kumar",1
"ED Silva","Aizaz Khan",19
"ED Silva","AR Puri",6
"ED Silva","Basil Hameed",1
"ED Silva","Ehsan Khan",14
"ED Silva","Haroon Arshad",2
"ED Silva","Ibrahim Hassan",13
"ED Silva","Ibrahim Rizan",10
"ED Silva","Imran Khan (5)",3
"ED Silva","Junaid Siddique (2)",11
"ED Silva","KD Shah",16
"ED Silva","L Shafeeg",7
"ED Silva","Mohamed Mahfooz",1
"ED Silva","Mohammad Ghazanfar",2
"ED Silva","Rohan Mustafa",2
"ED Silva","S Veerapathiran",7
"ED Silva","Sachin Kumar",5
"ED Silva","Sarfaraz Ali",6
"ED Silva","Umar Adam",16
"ED Silva","WJ Malinda",11
"ED Silva","Yasim Murtaza",3
"ED Silva","Zahoor Khan",11
"EF Beard","A Mene-Ejegi",6
"EF Beard","A Turkmen",10
"EF Beard","AA Gajic",9
"EF Beard","Ali Hasan",9
"EF Beard","Ali Masood",9
"EF Beard","E Kuyumcu",16
"EF Beard","GK Berg",9
"EF Beard","Gurpratap Singh",3
"EF Beard","HJ Manenti",1
"EF Beard","M Kyriacou",5
"EF Beard","M Ozturk",8
"EF Beard","MMR Obili",7
"EF Beard","Moshiur Rahman",1
"EF Beard","NR Johns-Wickberg",5
"EF Beard","Shamsullah Ehsan",1
"EF Beard","Tejwinder Singh",1
"EF Beard","V Zimonjic",7
"EF Beard","Yasir Mehmood",5
"EH Hutchinson","Mohammad Naveed",15
"EH Hutchinson","Rohan Mustafa",1
"Ehsan Khan","A Bohara",5
"Ehsan Khan","Aamir Kaleem",9
"Ehsan Khan","Amjad Mahboob",13
"Ehsan Khan","AR McBrine",2
"Ehsan Khan","C Kyewuta",2
"Ehsan Khan","CA Young",9
"Ehsan Khan","DM Nakrani",1
"Ehsan Khan","J Little",3
"Ehsan Khan","J Mulder",1
"Ehsan Khan","Karan KC",1
"Ehsan Khan","Khawar Ali",5
"Ehsan Khan","Khizar Hayat",5
"Ehsan Khan","KJ O'Brien",14
"Ehsan Khan","KV Morea",1
"Ehsan Khan","MR Adair",13
"Ehsan Khan","N Vanua",1
"Ehsan Khan","Riazat Ali Shah",3
"Ehsan Khan","S Lamichhane",4
"Ehsan Khan","S Muniandy",22
"Ehsan Khan","SR Thompson",7
"Ehsan Khan","Syazrul Idrus",3
"Ehsan Khan","U Aryaman Sunil",4
"Ehsan Khan","WB Rankin",8
"EHSN Silva","Ahsan Malik",1
"EHSN Silva","LV van Beek",1
"EHSN Silva","P Utseya",4
"EHSN Silva","Sikandar Raza",6
"EHSN Silva","T Panyangara",2
"EHSN Silva","T van der Gugten",1
"EHSN Silva","TL Chatara",1
"EJB Miles","HAM Shah",1
"EJB Miles","J Jojo",1
"EJB Miles","MR Adair",5
"EJB Miles","OD Hald",5
"EJG Morgan","A Dananjaya",3
"EJG Morgan","A Mishra",20
"EJG Morgan","A Nehra",1
"EJG Morgan","A Nortje",16
"EJG Morgan","A Zampa",5
"EJG Morgan","AB Dinda",22
"EJG Morgan","Abdul Razzaq",16
"EJG Morgan","AC Agar",4
"EJG Morgan","AC Botha",10
"EJG Morgan","AD Mathews",22
"EJG Morgan","AD Russell",9
"EJG Morgan","Aizaz Cheema",1
"EJG Morgan","AJ Hosein",7
"EJG Morgan","AL Phehlukwayo",23
"EJG Morgan","AM Ellis",2
"EJG Morgan","Anwar Ali",15
"EJG Morgan","AR Cusack",6
"EJG Morgan","AR Nurse",2
"EJG Morgan","B Fernando",6
"EJG Morgan","B Kumar",7
"EJG Morgan","B Lee",12
"EJG Morgan","B Stanlake",8
"EJG Morgan","BAW Mendis",23
"EJG Morgan","BCJ Cutting",3
"EJG Morgan","BE Hendricks",32
"EJG Morgan","BM Tickner",19
"EJG Morgan","C de Grandhomme",19
"EJG Morgan","C Karunaratne",2
"EJG Morgan","C Munro",2
"EJG Morgan","CBRLS Kumara",9
"EJG Morgan","CH Gayle",17
"EJG Morgan","CH Morris",12
"EJG Morgan","CJ Boyce",2
"EJG Morgan","CK Langeveldt",18
"EJG Morgan","CR Brathwaite",4
"EJG Morgan","D Bishoo",10
"EJG Morgan","D Pretorius",25
"EJG Morgan","D Wiese",21
"EJG Morgan","Dawlat Zadran",1
"EJG Morgan","DJ Bravo",34
"EJG Morgan","DJ Hussey",15
"EJG Morgan","DJ Mitchell",24
"EJG Morgan","DJG Sammy",7
"EJG Morgan","DL Chahar",1
"EJG Morgan","DL Vettori",10
"EJG Morgan","DP Nannes",2
"EJG Morgan","DT Christian",10
"EJG Morgan","DT Johnston",1
"EJG Morgan","DW Steyn",47
"EJG Morgan","E Schiferli",2
"EJG Morgan","FA Allen",1
"EJG Morgan","Faheem Ashraf",26
"EJG Morgan","Fawad Ahmed",6
"EJG Morgan","GH Dockrell",13
"EJG Morgan","GJ Maxwell",42
"EJG Morgan","Haris Rauf",17
"EJG Morgan","Hasan Ali",39
"EJG Morgan","HH Pandya",13
"EJG Morgan","HMRKB Herath",3
"EJG Morgan","Iftikhar Ahmed",18
"EJG Morgan","IG Butler",7
"EJG Morgan","IK Pathan",1
"EJG Morgan","Imad Wasim",24
"EJG Morgan","Imran Khan (1)",12
"EJG Morgan","Imran Tahir",21
"EJG Morgan","IS Sodhi",21
"EJG Morgan","Izatullah Dawlatzai",7
"EJG Morgan","J Botha",28
"EJG Morgan","JA Morkel",26
"EJG Morgan","JDS Neesham",4
"EJG Morgan","JEC Franklin",29
"EJG Morgan","JH Kallis",1
"EJG Morgan","JJ Bumrah",7
"EJG Morgan","JO Holder",4
"EJG Morgan","JP Duminy",15
"EJG Morgan","JP Faulkner",5
"EJG Morgan","K Rabada",12
"EJG Morgan","K Santokie",2
"EJG Morgan","KA Pollard",10
"EJG Morgan","Karim Sadiq",1
"EJG Morgan","KD Mills",5
"EJG Morgan","KJ Abbott",1
"EJG Morgan","KJ O'Brien",5
"EJG Morgan","KMC Bandara",5
"EJG Morgan","KMDN Kulasekara",6
"EJG Morgan","KS Williamson",8
"EJG Morgan","Kuldeep Yadav",10
"EJG Morgan","KV Sharma",18
"EJG Morgan","KW Richardson",5
"EJG Morgan","L Ngidi",41
"EJG Morgan","LH Ferguson",33
"EJG Morgan","M Theekshana",4
"EJG Morgan","MA Aponso",6
"EJG Morgan","MA Starc",5
"EJG Morgan","MD Gunathilaka",2
"EJG Morgan","MD Shanaka",4
"EJG Morgan","MF Maharoof",7
"EJG Morgan","MG Johnson",14
"EJG Morgan","MJ Henry",1
"EJG Morgan","MJ McClenaghan",19
"EJG Morgan","MJ Santner",52
"EJG Morgan","MJ Swepson",3
"EJG Morgan","MM Patel",1
"EJG Morgan","MM Sharma",16
"EJG Morgan","MN Samuels",21
"EJG Morgan","Mohammad Asif",1
"EJG Morgan","Mohammad Hafeez",25
"EJG Morgan","Mohammad Hasnain",6
"EJG Morgan","Mohammad Nabi",12
"EJG Morgan","Mohammed Shami",13
"EJG Morgan","MP Stoinis",1
"EJG Morgan","MR Marsh",16
"EJG Morgan","Mudassar Bukhari",2
"EJG Morgan","N Pradeep",5
"EJG Morgan","NL McCullum",51
"EJG Morgan","NLTC Perera",34
"EJG Morgan","NM Coulter-Nile",11
"EJG Morgan","NO Miller",2
"EJG Morgan","O Thomas",4
"EJG Morgan","OC McCoy",5
"EJG Morgan","OF Smith",3
"EJG Morgan","P Awana",7
"EJG Morgan","P Kumar",10
"EJG Morgan","Parvez Rasool",23
"EJG Morgan","PJ Cummins",18
"EJG Morgan","PP Chawla",7
"EJG Morgan","PVD Chameera",16
"EJG Morgan","PW Borren",2
"EJG Morgan","PWH de Silva",13
"EJG Morgan","R Ashwin",24
"EJG Morgan","R McLaren",16
"EJG Morgan","R Rampaul",40
"EJG Morgan","R Shepherd",14
"EJG Morgan","RA Jadeja",17
"EJG Morgan","RAS Lakmal",17
"EJG Morgan","RD Chahar",1
"EJG Morgan","RE van der Merwe",2
"EJG Morgan","RG Sharma",15
"EJG Morgan","RJ Nicol",4
"EJG Morgan","RJ Peterson",4
"EJG Morgan","RLB Rambukwella",8
"EJG Morgan","RM Hira",8
"EJG Morgan","S Badree",14
"EJG Morgan","S Prasanna",16
"EJG Morgan","S Randiv",6
"EJG Morgan","Saeed Ajmal",27
"EJG Morgan","Samiullah Shenwari",6
"EJG Morgan","SB Styris",9
"EJG Morgan","SC Kuggeleijn",3
"EJG Morgan","SE Bond",6
"EJG Morgan","Shadab Khan",31
"EJG Morgan","Shaheen Shah Afridi",22
"EJG Morgan","Shahid Afridi",53
"EJG Morgan","Shoaib Akhtar",3
"EJG Morgan","Shoaib Malik",7
"EJG Morgan","SJ Benn",19
"EJG Morgan","SK Raina",35
"EJG Morgan","SL Malinga",18
"EJG Morgan","SMSM Senanayake",18
"EJG Morgan","SN Thakur",10
"EJG Morgan","SNJ O'Keefe",5
"EJG Morgan","Sohail Tanvir",5
"EJG Morgan","SP Narine",21
"EJG Morgan","SPD Smith",11
"EJG Morgan","SR Watson",40
"EJG Morgan","SS Cottrell",8
"EJG Morgan","SW Tait",5
"EJG Morgan","T Shamsi",34
"EJG Morgan","T van der Gugten",4
"EJG Morgan","TA Boult",47
"EJG Morgan","TG Southee",45
"EJG Morgan","TM Head",13
"EJG Morgan","Umar Gul",58
"EJG Morgan","V Kohli",14
"EJG Morgan","Wahab Riaz",17
"EJG Morgan","Washington Sundar",7
"EJG Morgan","WB Rankin",10
"EJG Morgan","WD Parnell",1
"EJG Morgan","Yasir Arafat",4
"EJG Morgan","YS Chahal",36
"EJG Morgan","Yuvraj Singh",11
"Elias Hasan","S Wickramasekara",9
"Elias Hasan","SMK Waththage",2
"Elias Hasan","Vinay Ravi",1
"Elias Sunny","JDP Oram",5
"Elias Sunny","Mudassar Bukhari",1
"EMDY Munaweera","A Zampa",8
"EMDY Munaweera","AJ Turner",8
"EMDY Munaweera","AJ Tye",17
"EMDY Munaweera","AR Patel",12
"EMDY Munaweera","B Kumar",9
"EMDY Munaweera","B Stanlake",14
"EMDY Munaweera","BV Vitori",1
"EMDY Munaweera","CB Mpofu",5
"EMDY Munaweera","DW Steyn",4
"EMDY Munaweera","Hasan Ali",1
"EMDY Munaweera","Imad Wasim",10
"EMDY Munaweera","J Botha",1
"EMDY Munaweera","JA Richardson",19
"EMDY Munaweera","JDP Oram",2
"EMDY Munaweera","JH Kallis",5
"EMDY Munaweera","JP Faulkner",6
"EMDY Munaweera","KD Mills",2
"EMDY Munaweera","KM Jarvis",11
"EMDY Munaweera","Kuldeep Yadav",1
"EMDY Munaweera","M Morkel",3
"EMDY Munaweera","Mashrafe Mortaza",2
"EMDY Munaweera","MC Henriques",9
"EMDY Munaweera","Mohammad Saifuddin",6
"EMDY Munaweera","PJ Cummins",10
"EMDY Munaweera","Rubel Hossain",5
"EMDY Munaweera","Shakib Al Hasan",4
"EMDY Munaweera","Usman Shinwari",9
"EMDY Munaweera","YS Chahal",31
"Emran Shahbakhsh","Ilyas Ahmed",2
"EP Thompson","JE Taylor",1
"ES Szwarczynski","Amir Hamza",1
"ES Szwarczynski","AR Cusack",1
"ES Szwarczynski","DT Johnston",8
"ES Szwarczynski","G Goudie",5
"ES Szwarczynski","GD Drummond",5
"ES Szwarczynski","Hamid Hassan",13
"ES Szwarczynski","HS Baidwan",1
"ES Szwarczynski","JAR Blain",12
