"bowler1","batsman1","balls","runsConceded","ER"
"BCJ Cutting","MK Tiwary",6,10,10
"BCJ Cutting","PP Chawla",6,6,6
"BCJ Cutting","RV Uthappa",18,32,10.6666666666667
"BCJ Cutting","S Nadeem",2,0,0
"BE Hendricks","BB McCullum",4,5,7.5
"BE Hendricks","DA Warner",10,16,9.6
"BE Hendricks","EJG Morgan",2,0,0
"BE Hendricks","J Botha",1,0,0
"BE Hendricks","JP Duminy",3,2,4
"BE Hendricks","KD Karthik",7,8,6.85714285714286
"BE Hendricks","KL Rahul",3,1,2
"BE Hendricks","RG Sharma",1,0,0
"BE Hendricks","WD Parnell",2,2,6
"BE Hendricks","YK Pathan",8,6,4.5
"Bipul Sharma","AB de Villiers",5,4,4.8
"Bipul Sharma","AD Russell",7,14,12
"Bipul Sharma","AM Rahane",27,19,4.22222222222222
"Bipul Sharma","Anirudh Singh",1,0,0
"Bipul Sharma","AT Rayudu",26,24,5.53846153846154
"Bipul Sharma","BB McCullum",16,13,4.875
"Bipul Sharma","BJ Hodge",10,9,5.4
"Bipul Sharma","DJ Jacobs",1,0,0
"Bipul Sharma","KD Karthik",16,21,7.875
"Bipul Sharma","KP Pietersen",9,8,5.33333333333333
"Bipul Sharma","M Vijay",1,0,0
"Bipul Sharma","M Vohra",5,5,6
"Bipul Sharma","MK Pandey",39,52,8
"Bipul Sharma","R Dravid",6,9,9
"Bipul Sharma","RG Sharma",5,6,7.2
"Bipul Sharma","RV Uthappa",22,26,7.09090909090909
"Bipul Sharma","Sachin Baby",3,1,2
"Bipul Sharma","V Kohli",15,21,8.4
"BJ Hodge","AC Gilchrist",10,14,8.4
"BJ Hodge","AL Menaria",7,6,5.14285714285714
"BJ Hodge","AL Menaria",7,6,5.14285714285714
"BJ Hodge","AM Nayar",9,10,6.66666666666667
"BJ Hodge","Harbhajan Singh",4,14,21
"BJ Hodge","JDP Oram",2,0,0
"BJ Hodge","KC Sangakkara",3,10,20
"BJ Hodge","KP Pietersen",5,5,6
"BJ Hodge","M Manhas",4,1,1.5
"BJ Hodge","PR Shah",4,4,6
"BJ Hodge","S Badrinath",7,12,10.2857142857143
"BJ Hodge","SK Raina",5,2,2.4
"BJ Hodge","SK Warne",4,1,1.5
"BJ Hodge","SM Katich",2,0,0
"BJ Hodge","SP Goswami",5,2,2.4
"BJ Hodge","V Kohli",3,7,14
"BJ Hodge","Yuvraj Singh",7,6,5.14285714285714
"BMAJ Mendis","PA Patel",4,1,1.5
"BW Hilfenhaus","A Ashish Reddy",2,2,6
"BW Hilfenhaus","DA Warner",11,2,1.09090909090909
"BW Hilfenhaus","G Gambhir",15,15,6
"BW Hilfenhaus","Harbhajan Singh",2,0,0
"BW Hilfenhaus","JEC Franklin",8,0,0
"BW Hilfenhaus","JH Kallis",9,4,2.66666666666667
"BW Hilfenhaus","LR Shukla",2,6,18
"BW Hilfenhaus","LRPL Taylor",4,6,9
"BW Hilfenhaus","MEK Hussey",2,0,0
"BW Hilfenhaus","NV Ojha",7,2,1.71428571428571
"BW Hilfenhaus","R Bhatia",3,1,2
"BW Hilfenhaus","R Dravid",3,0,0
"BW Hilfenhaus","RG Sharma",14,26,11.1428571428571
"BW Hilfenhaus","RV Uthappa",19,22,6.94736842105263
"BW Hilfenhaus","S Dhawan",14,15,6.42857142857143
"BW Hilfenhaus","SD Chitnis",1,0,0
"BW Hilfenhaus","SL Malinga",7,7,6
"BW Hilfenhaus","SR Watson",6,1,1
"BW Hilfenhaus","V Sehwag",20,23,6.9
"C de Grandhomme","DR Shorey",5,1,1.2
"C de Grandhomme","HM Amla",4,0,0
"C de Grandhomme","JP Duminy",3,2,4
"C de Grandhomme","MA Agarwal",4,1,1.5
"C de Grandhomme","P Negi",3,2,4
"C de Grandhomme","TS Mills",4,1,1.5
"C de Grandhomme","YS Chahal",2,0,0
"C Nanda","V Kohli",2,0,0
"C Nanda","YK Pathan",3,1,2
"C Sakariya","AJ Finch",3,2,4
"C Sakariya","AR Patel",3,7,14
"C Sakariya","AT Rayudu",4,3,4.5
"C Sakariya","JA Richardson",2,0,0
"C Sakariya","JC Buttler",11,4,2.18181818181818
"C Sakariya","JJ Roy",3,1,2
"C Sakariya","KL Rahul",33,58,10.5454545454545
"C Sakariya","MA Agarwal",11,11,6
"C Sakariya","MS Dhoni",3,4,8
"C Sakariya","N Rana",10,9,5.4
"C Sakariya","PP Shaw",9,7,4.66666666666667
"C Sakariya","R Parag",3,2,4
"C Sakariya","RA Tripathi",6,5,5
"C Sakariya","RG Sharma",7,3,2.57142857142857
"C Sakariya","SK Raina",5,2,2.4
"CH Gayle","A Symonds",2,1,3
"CH Gayle","AG Murtaza",3,4,8
"CH Gayle","AL Menaria",2,2,6
"CH Gayle","BAW Mendis",1,0,0
"CH Gayle","BJ Hodge",6,2,2
"CH Gayle","CR Brathwaite",2,1,3
"CH Gayle","GR Napier",8,10,7.5
"CH Gayle","IC Pandey",2,0,0
"CH Gayle","JA Morkel",6,2,2
"CH Gayle","KC Sangakkara",7,8,6.85714285714286
"CH Gayle","KD Karthik",5,6,7.2
"CH Gayle","M Klinger",3,0,0
"CH Gayle","M Manhas",1,0,0
"CH Gayle","ML Hayden",2,0,0
"CH Gayle","P Negi",6,4,4
"CH Gayle","PC Valthaty",4,2,3
"CH Gayle","PP Chawla",4,3,4.5
"CH Gayle","SK Raina",25,34,8.16
"CH Gayle","V Sehwag",3,8,16
"CH Morris","Abdul Samad",3,1,2
"CH Morris","Abhishek Sharma",6,7,7
"CH Morris","AD Russell",26,40,9.23076923076923
"CH Morris","AR Patel",17,20,7.05882352941176
"CH Morris","Azhar Mahmood",3,3,6
"CH Morris","BA Stokes",15,14,5.6
"CH Morris","BB McCullum",13,17,7.84615384615385
"CH Morris","CH Gayle",53,55,6.22641509433962
"CH Morris","CJ Anderson",14,19,8.14285714285714
"CH Morris","DA Miller",23,27,7.04347826086957
"CH Morris","DA Warner",32,42,7.875
"CH Morris","DJ Bravo",23,34,8.8695652173913
"CH Morris","DJ Hooda",12,16,8
"CH Morris","DPMD Jayawardene",6,4,4
"CH Morris","DT Christian",2,2,6
"CH Morris","DW Steyn",3,7,14
"CH Morris","F du Plessis",19,26,8.21052631578947
"CH Morris","G Gambhir",29,25,5.17241379310345
"CH Morris","GJ Maxwell",11,25,13.6363636363636
"CH Morris","HH Pandya",24,40,10
"CH Morris","HM Amla",12,9,4.5
"CH Morris","JC Archer",4,3,4.5
"CH Morris","JC Buttler",16,36,13.5
"CH Morris","JO Holder",1,0,0
"CH Morris","JP Faulkner",12,21,10.5
"CH Morris","KA Pollard",25,36,8.64
"CH Morris","KC Cariappa",1,0,0
"CH Morris","KD Karthik",34,34,6
"CH Morris","KH Pandya",15,22,8.8
"CH Morris","KL Nagarkoti",4,2,3
"CH Morris","KL Rahul",43,75,10.4651162790698
"CH Morris","KM Jadhav",14,11,4.71428571428571
"CH Morris","KS Williamson",21,19,5.42857142857143
"CH Morris","KW Richardson",3,3,6
"CH Morris","Lalit Yadav",7,8,6.85714285714286
"CH Morris","LH Ferguson",8,8,6
"CH Morris","LRPL Taylor",3,2,4
"CH Morris","M Vijay",19,25,7.89473684210526
"CH Morris","MA Agarwal",31,44,8.51612903225806
"CH Morris","Mohammed Siraj",5,2,2.4
"CH Morris","N Pooran",6,5,5
"CH Morris","N Rana",15,29,11.6
"CH Morris","N Rana",15,29,11.6
"CH Morris","NV Ojha",12,8,4
"CH Morris","P Negi",7,8,6.85714285714286
"CH Morris","PA Patel",11,13,7.09090909090909
"CH Morris","PJ Cummins",6,8,8
"CH Morris","R Ashwin",3,2,4
"CH Morris","R Dhawan",3,3,6
"CH Morris","R Dravid",8,5,3.75
"CH Morris","RA Jadeja",14,19,8.14285714285714
"CH Morris","RA Tripathi",25,32,7.68
"CH Morris","RA Tripathi",25,32,7.68
"CH Morris","Rashid Khan",1,0,0
"CH Morris","RG Sharma",21,18,5.14285714285714
"CH Morris","RJ Harris",1,0,0
"CH Morris","RV Uthappa",43,56,7.81395348837209
"CH Morris","S Dhawan",40,54,8.1
"CH Morris","SA Yadav",17,18,6.35294117647059
"CH Morris","Shakib Al Hasan",3,0,0
"CH Morris","Shivam Mavi",4,0,0
"CH Morris","Shubman Gill",29,26,5.37931034482759
"CH Morris","SK Raina",26,22,5.07692307692308
"CH Morris","SM Curran",2,1,3
"CH Morris","SPD Smith",23,38,9.91304347826087
"CH Morris","SS Iyer",8,8,6
"CH Morris","TS Mills",3,0,0
"CH Morris","UT Khawaja",3,0,0
"CH Morris","V Kohli",73,109,8.95890410958904
"CH Morris","V Shankar",5,6,7.2
"CH Morris","WP Saha",18,24,8
"CH Morris","YK Pathan",27,31,6.88888888888889
"CH Morris","Yuvraj Singh",19,27,8.52631578947368
"CJ Anderson","AT Rayudu",10,21,12.6
"CJ Anderson","CA Pujara",3,4,8
"CJ Anderson","DA Miller",6,8,8
"CJ Anderson","DA Warner",2,6,18
"CJ Anderson","DJG Sammy",6,12,12
"CJ Anderson","E Lewis",3,1,2
"CJ Anderson","G Gambhir",14,24,10.2857142857143
"CJ Anderson","JP Faulkner",2,1,3
"CJ Anderson","LMP Simmons",2,6,18
"CJ Anderson","Q de Kock",2,1,3
"CJ Anderson","RG Sharma",22,45,12.2727272727273
"CJ Anderson","RG Sharma",22,45,12.2727272727273
"CJ Anderson","RR Pant",3,6,12
"CJ Anderson","RV Uthappa",8,10,7.5
"CJ Jordan","AM Rahane",10,19,11.4
"CJ Jordan","AT Rayudu",8,10,7.5
"CJ Jordan","BA Stokes",3,6,12
"CJ Jordan","Bipul Sharma",3,5,10
"CJ Jordan","CV Varun",3,1,2
"CJ Jordan","DS Kulkarni",5,4,4.8
"CJ Jordan","F du Plessis",29,55,11.3793103448276
"CJ Jordan","JO Holder",5,3,3.6
"CJ Jordan","KD Karthik",18,27,9
"CJ Jordan","M Shahrukh Khan",2,2,6
"CJ Jordan","MC Henriques",1,0,0
"CJ Jordan","MK Pandey",14,8,3.42857142857143
"CJ Jordan","MP Stoinis",20,60,18
"CJ Jordan","NLTC Perera",4,2,3
"CJ Jordan","P Kumar",3,1,2
"CJ Jordan","Q de Kock",11,9,4.90909090909091
"CJ Jordan","RA Jadeja",6,4,4
"CJ Jordan","Rashid Khan",8,25,18.75
"CJ Jordan","RM Patidar",7,3,2.57142857142857
"CJ Jordan","RR Pant",9,8,5.33333333333333
"CJ Jordan","RV Uthappa",7,3,2.57142857142857
"CJ Jordan","S Dube",8,5,3.75
"CJ Jordan","SP Narine",6,8,8
"CJ Jordan","SW Billings",1,0,0
"CJ Jordan","Yuvraj Singh",5,12,14.4
"CJ McKay","N Saini",3,1,2
"CK Langeveldt","AC Gilchrist",23,44,11.4782608695652
"CK Langeveldt","G Gambhir",5,2,2.4
"CK Langeveldt","HH Gibbs",2,0,0
"CK Langeveldt","JH Kallis",14,18,7.71428571428571
"CK Langeveldt","LRPL Taylor",6,5,5
"CK Langeveldt","Niraj Patel",1,0,0
"CK Langeveldt","NV Ojha",3,0,0
"CK Langeveldt","PC Valthaty",9,14,9.33333333333333
"CK Langeveldt","PD Collingwood",2,0,0
"CK Langeveldt","RJ Quiney",1,0,0
"CK Langeveldt","SP Goswami",10,8,4.8
"CK Langeveldt","WPUJC Vaas",1,0,0
"CK Langeveldt","YK Pathan",8,3,2.25
"CL White","AB de Villiers",2,1,3
"CR Brathwaite","AB de Villiers",1,0,0
"CR Brathwaite","DA Warner",12,16,8
"CR Brathwaite","F du Plessis",11,27,14.7272727272727
"CR Brathwaite","KD Karthik",17,15,5.29411764705882
"CR Brathwaite","KL Rahul",1,0,0
"CR Brathwaite","N Rana",3,5,10
"CR Brathwaite","R Sathish",3,5,10
"CR Brathwaite","RV Uthappa",18,19,6.33333333333333
"CR Brathwaite","S Dhawan",7,13,11.1428571428571
"CR Brathwaite","SA Yadav",8,21,15.75
"CR Brathwaite","Shivam Mavi",2,4,12
"CR Brathwaite","Shubman Gill",1,0,0
"CR Brathwaite","SK Raina",4,3,4.5
"CR Brathwaite","YK Pathan",2,1,3
"CR Brathwaite","Yuvraj Singh",1,0,0
"CR Woakes","AD Russell",6,2,2
"CR Woakes","AJ Tye",3,2,4
"CR Woakes","AM Rahane",15,23,9.2
"CR Woakes","BB McCullum",4,1,1.5
"CR Woakes","CA Lynn",5,4,4.8
"CR Woakes","CH Gayle",5,7,8.4
"CR Woakes","CH Morris",7,12,10.2857142857143
"CR Woakes","DA Warner",8,14,10.5
"CR Woakes","JC Buttler",18,23,7.66666666666667
"CR Woakes","KA Pollard",6,6,6
"CR Woakes","KM Jadhav",4,5,7.5
"CR Woakes","M Vohra",11,19,10.3636363636364
"CR Woakes","MC Henriques",3,5,10
"CR Woakes","MK Tiwary",6,2,2
"CR Woakes","Mujeeb Ur Rahman",1,0,0
"CR Woakes","RA Tripathi",16,15,5.625
"CR Woakes","RD Gaikwad",5,4,4.8
"CR Woakes","RK Singh",5,5,6
"CR Woakes","S Badree",3,0,0
"CR Woakes","S Dhawan",6,12,12
"CR Woakes","SE Marsh",5,3,3.6
"CR Woakes","SM Curran",3,5,10
"CR Woakes","SPD Smith",7,11,9.42857142857143
"CR Woakes","STR Binny",3,0,0
"CR Woakes","Swapnil Singh",1,0,0
"CR Woakes","Yuvraj Singh",10,17,10.2
"CRD Fernando","A Mishra",4,4,6
"CRD Fernando","AC Gilchrist",2,0,0
"CRD Fernando","DA Warner",5,9,10.8
"CRD Fernando","DW Steyn",3,0,0
"CRD Fernando","H Das",2,1,3
"CRD Fernando","LRPL Taylor",4,3,4.5
"CRD Fernando","M Kartik",4,6,9
"CRD Fernando","Misbah-ul-Haq",1,0,0
"CRD Fernando","MK Pandey",8,8,6
"CRD Fernando","MV Boucher",2,0,0
"CRD Fernando","P Kumar",4,1,1.5
"CRD Fernando","R Vinay Kumar",11,15,8.18181818181818
"CRD Fernando","RG Sharma",1,0,0
"CRD Fernando","SA Asnodkar",3,1,2
"CRD Fernando","SP Goswami",4,2,3
"CRD Fernando","YK Pathan",1,0,0
"CV Varun","Abhishek Sharma",5,2,2.4
"CV Varun","AR Patel",5,3,3.6
"CV Varun","CH Morris",2,0,0
"CV Varun","DA Warner",21,31,8.85714285714286
"CV Varun","GJ Maxwell",16,28,10.5
"CV Varun","HV Patel",5,3,3.6
"CV Varun","JC Archer",4,7,10.5
"CV Varun","JC Buttler",13,28,12.9230769230769
"CV Varun","JM Bairstow",19,28,8.8421052631579
"CV Varun","JO Holder",3,1,2
"CV Varun","KL Rahul",44,44,6
"CV Varun","MA Agarwal",19,15,4.73684210526316
"CV Varun","MP Stoinis",9,6,4
"CV Varun","MS Dhoni",16,11,4.125
"CV Varun","MS Dhoni",16,11,4.125
"CV Varun","N Pooran",21,29,8.28571428571429
"CV Varun","N Rana",5,0,0
"CV Varun","PK Garg",10,4,2.4
"CV Varun","PP Shaw",22,33,9
"CV Varun","PWH de Silva",1,0,0
"CV Varun","Q de Kock",30,38,7.6
"CV Varun","R Tewatia",27,20,4.44444444444444
"CV Varun","RD Gaikwad",33,29,5.27272727272727
"CV Varun","RM Patidar",2,1,3
"CV Varun","RR Pant",20,25,7.5
"CV Varun","RV Uthappa",14,24,10.2857142857143
"CV Varun","S Dhawan",35,34,5.82857142857143
"CV Varun","S Dube",13,14,6.46153846153846
"CV Varun","SA Yadav",20,21,6.3
"CV Varun","Sachin Baby",6,2,2
"CV Varun","Shahbaz Ahmed",10,10,6
"CV Varun","SO Hetmyer",6,7,7
"CV Varun","SR Watson",10,9,5.4
"CV Varun","SS Iyer",23,39,10.1739130434783
"CV Varun","TH David",2,0,0
"CV Varun","V Kohli",24,20,5
"D du Preez","AM Rahane",1,0,0
"D du Preez","JP Duminy",4,0,0
"D du Preez","SR Tendulkar",3,0,0
"D du Preez","YK Pathan",4,5,7.5
"D Kalyankrishna","KC Sangakkara",4,3,4.5
"D Kalyankrishna","YK Pathan",6,9,9
"D Salunkhe","DPMD Jayawardene",3,2,4
"D Wiese","AT Rayudu",1,0,0
"D Wiese","BB McCullum",4,4,6
"D Wiese","DJ Hooda",6,4,4
"D Wiese","DJ Muthuswami",1,0,0
"D Wiese","G Gambhir",4,5,7.5
"D Wiese","JP Duminy",10,10,6
"D Wiese","KA Pollard",5,6,7.2
"D Wiese","MC Henriques",3,3,6
"D Wiese","MEK Hussey",11,11,6
"D Wiese","MS Dhoni",11,13,7.09090909090909
"D Wiese","NM Coulter-Nile",3,4,8
"D Wiese","PA Patel",3,0,0
"D Wiese","R Ashwin",3,5,10
"D Wiese","RG Sharma",12,18,9
"D Wiese","S Dhawan",2,4,12
"D Wiese","SPD Smith",16,19,7.125
"D Wiese","WP Saha",1,0,0
"DAJ Bracewell","HV Patel",1,0,0
"DAJ Bracewell","R Vinay Kumar",3,5,10
"DAJ Bracewell","V Kohli",1,0,0
"DB Ravi Teja","Misbah-ul-Haq",1,0,0
"DE Bollinger","A Mishra",5,2,2.4
"DE Bollinger","A Mishra",5,2,2.4
"DE Bollinger","AA Jhunjhunwala",2,1,3
"DE Bollinger","AB McDonald",2,2,6
"DE Bollinger","AC Gilchrist",13,10,4.61538461538461
"DE Bollinger","AL Menaria",4,2,3
"DE Bollinger","Ankit Sharma",1,0,0
"DE Bollinger","B Sumanth",4,1,1.5
"DE Bollinger","BJ Hodge",10,12,7.2
"DE Bollinger","CA Pujara",1,0,0
"DE Bollinger","DH Yagnik",5,3,3.6
"DE Bollinger","DJ Harris",4,8,12
"DE Bollinger","Harbhajan Singh",12,22,11
"DE Bollinger","J Botha",3,1,2
"DE Bollinger","JD Ryder",12,16,8
"DE Bollinger","KC Sangakkara",6,6,6
"DE Bollinger","LA Pomersbach",3,1,2
"DE Bollinger","LR Shukla",1,0,0
"DE Bollinger","M Manhas",10,3,1.8
"DE Bollinger","MD Mishra",15,20,8
"DE Bollinger","MR Marsh",6,3,3
"DE Bollinger","NL McCullum",5,3,3.6
"DE Bollinger","NL McCullum",5,3,3.6
"DE Bollinger","PA Patel",11,9,4.90909090909091
"DE Bollinger","R Dravid",22,26,7.09090909090909
"DE Bollinger","RA Jadeja",5,11,13.2
"DE Bollinger","RG Sharma",10,15,9
"DE Bollinger","RJ Harris",2,1,3
"DE Bollinger","RR Bhatkal",2,0,0
"DE Bollinger","RR Bhatkal",2,0,0
"DE Bollinger","SC Ganguly",13,21,9.69230769230769
"DE Bollinger","SPD Smith",1,0,0
"DE Bollinger","SR Tendulkar",19,19,6
"DE Bollinger","SR Watson",11,9,4.90909090909091
"DE Bollinger","TL Suman",4,4,6
"DE Bollinger","TM Dilshan",1,0,0
"DE Bollinger","V Kohli",24,27,6.75
"DE Bollinger","V Sehwag",10,16,9.6
"DE Bollinger","Z Khan",8,9,6.75
"DJ Bravo","A Ashish Reddy",13,24,11.0769230769231
"DJ Bravo","A Mithun",2,0,0
"DJ Bravo","A Nehra",1,0,0
"DJ Bravo","AB Agarkar",4,4,6
"DJ Bravo","AB de Villiers",37,48,7.78378378378378
"DJ Bravo","Abhishek Sharma",18,22,7.33333333333333
"DJ Bravo","AC Gilchrist",25,37,8.88
"DJ Bravo","AC Gilchrist",25,37,8.88
"DJ Bravo","AD Mathews",4,4,6
"DJ Bravo","AF Milne",4,2,3
"DJ Bravo","AM Rahane",29,59,12.2068965517241
"DJ Bravo","Ankit Sharma",1,0,0
"DJ Bravo","AR Patel",32,28,5.25
"DJ Bravo","AS Joseph",1,0,0
"DJ Bravo","AT Rayudu",43,44,6.13953488372093
"DJ Bravo","Azhar Mahmood",8,6,4.5
"DJ Bravo","BA Stokes",14,21,9
"DJ Bravo","BB McCullum",22,13,3.54545454545455
"DJ Bravo","CA Ingram",2,2,6
"DJ Bravo","CH Gayle",57,68,7.15789473684211
"DJ Bravo","CL White",15,27,10.8
"DJ Bravo","CL White",15,27,10.8
"DJ Bravo","CV Varun",1,1,6
"DJ Bravo","D Wiese",19,27,8.52631578947368
"DJ Bravo","DA Miller",33,45,8.18181818181818
"DJ Bravo","DA Warner",54,54,6
"DJ Bravo","DB Das",13,23,10.6153846153846
"DJ Bravo","DB Ravi Teja",10,18,10.8
"DJ Bravo","DJ Hooda",22,28,7.63636363636364
"DJ Bravo","DJ Hussey",20,24,7.2
"DJ Bravo","DJG Sammy",4,6,9
"DJ Bravo","DR Sams",1,0,0
"DJ Bravo","DR Smith",5,12,14.4
"DJ Bravo","E Lewis",17,19,6.70588235294118
"DJ Bravo","EJG Morgan",22,23,6.27272727272727
"DJ Bravo","G Gambhir",23,32,8.34782608695652
"DJ Bravo","GH Vihari",4,6,9
"DJ Bravo","GJ Maxwell",16,21,7.875
"DJ Bravo","Gurkeerat Singh",8,5,3.75
"DJ Bravo","Harbhajan Singh",38,51,8.05263157894737
"DJ Bravo","HH Pandya",39,57,8.76923076923077
"DJ Bravo","HV Patel",12,30,15
"DJ Bravo","IK Pathan",27,23,5.11111111111111
"DJ Bravo","Imran Tahir",1,0,0
"DJ Bravo","Iqbal Abdulla",13,16,7.38461538461539
"DJ Bravo","Ishan Kishan",17,23,8.11764705882353
"DJ Bravo","J Suchith",6,3,3
"DJ Bravo","JC Buttler",21,25,7.14285714285714
"DJ Bravo","JEC Franklin",10,5,3
"DJ Bravo","JH Kallis",41,47,6.8780487804878
"DJ Bravo","JM Bairstow",3,6,12
"DJ Bravo","JO Holder",10,15,9
"DJ Bravo","JP Duminy",9,11,7.33333333333333
"DJ Bravo","JR Hopes",1,0,0
"DJ Bravo","KA Jamieson",4,7,10.5
"DJ Bravo","KA Pollard",92,140,9.1304347826087
"DJ Bravo","KA Pollard",92,140,9.1304347826087
"DJ Bravo","KC Sangakkara",25,28,6.72
"DJ Bravo","KC Sangakkara",25,28,6.72
"DJ Bravo","KD Karthik",40,56,8.4
"DJ Bravo","KK Ahmed",1,0,0
"DJ Bravo","KK Nair",18,41,13.6666666666667
"DJ Bravo","KL Nagarkoti",3,1,2
"DJ Bravo","KMA Paul",7,2,1.71428571428571
"DJ Bravo","KP Pietersen",9,13,8.66666666666667
"DJ Bravo","KS Williamson",34,52,9.17647058823529
"DJ Bravo","KV Sharma",19,17,5.36842105263158
"DJ Bravo","LR Shukla",18,24,8
"DJ Bravo","LRPL Taylor",8,6,4.5
"DJ Bravo","LS Livingstone",7,10,8.57142857142857
"DJ Bravo","M Ashwin",2,1,3
"DJ Bravo","MA Agarwal",20,16,4.8
"DJ Bravo","Mandeep Singh",16,13,4.875
"DJ Bravo","MC Henriques",1,0,0
"DJ Bravo","MG Johnson",4,2,3
"DJ Bravo","MK Pandey",32,43,8.0625
"DJ Bravo","MM Ali",7,10,8.57142857142857
"DJ Bravo","Mohammed Siraj",14,22,9.42857142857143
"DJ Bravo","MP Stoinis",18,19,6.33333333333333
"DJ Bravo","MR Marsh",10,13,7.8
"DJ Bravo","MS Bisla",18,39,13
"DJ Bravo","N Rana",19,16,5.05263157894737
"DJ Bravo","N Saini",4,4,6
"DJ Bravo","N Saini",4,4,6
"DJ Bravo","NLTC Perera",5,10,12
"DJ Bravo","NV Ojha",15,6,2.4
"DJ Bravo","P Negi",2,1,3
"DJ Bravo","PA Patel",15,20,8
"DJ Bravo","PJ Cummins",4,3,4.5
"DJ Bravo","PK Garg",15,18,7.2
"DJ Bravo","PP Chawla",9,1,0.666666666666667
"DJ Bravo","PP Shaw",5,3,3.6
"DJ Bravo","Q de Kock",16,17,6.375
"DJ Bravo","R Dravid",6,7,7
"DJ Bravo","R Rampaul",6,2,2
"DJ Bravo","R Sathish",6,7,7
"DJ Bravo","R Sharma",1,0,0
"DJ Bravo","R Tewatia",19,25,7.89473684210526
"DJ Bravo","RA Tripathi",19,31,9.78947368421053
"DJ Bravo","Rashid Khan",15,15,6
"DJ Bravo","RD Chahar",1,0,0
"DJ Bravo","RE Levi",5,6,7.2
"DJ Bravo","RG Sharma",75,85,6.8
"DJ Bravo","RJ Peterson",3,1,2
"DJ Bravo","RR Pant",50,61,7.32
"DJ Bravo","RS Bopara",5,1,1.2
"DJ Bravo","S Badrinath",24,30,7.5
"DJ Bravo","S Dhawan",88,138,9.40909090909091
"DJ Bravo","S Gopal",3,0,0
"DJ Bravo","S Nadeem",3,0,0
"DJ Bravo","SA Yadav",30,47,9.4
"DJ Bravo","SD Chitnis",7,6,5.14285714285714
"DJ Bravo","SE Marsh",21,29,8.28571428571429
"DJ Bravo","Shahid Afridi",1,0,0
"DJ Bravo","Shakib Al Hasan",26,44,10.1538461538462
"DJ Bravo","Shivam Mavi",10,18,10.8
"DJ Bravo","SK Raina",33,56,10.1818181818182
"DJ Bravo","SK Trivedi",2,0,0
"DJ Bravo","SL Malinga",9,2,1.33333333333333
"DJ Bravo","SN Khan",12,17,8.5
"DJ Bravo","SN Thakur",6,9,9
"DJ Bravo","SO Hetmyer",18,30,10
"DJ Bravo","SPD Smith",45,67,8.93333333333333
"DJ Bravo","SPD Smith",45,67,8.93333333333333
"DJ Bravo","SR Watson",30,52,10.4
"DJ Bravo","SS Iyer",19,20,6.31578947368421
"DJ Bravo","STR Binny",28,58,12.4285714285714
"DJ Bravo","SV Samson",14,18,7.71428571428571
"DJ Bravo","SW Billings",5,7,8.4
"DJ Bravo","TG Southee",16,30,11.25
"DJ Bravo","TL Suman",9,8,5.33333333333333
"DJ Bravo","UT Yadav",10,5,3
"DJ Bravo","V Kohli",101,145,8.61386138613861
"DJ Bravo","V Sehwag",8,10,7.5
"DJ Bravo","V Shankar",25,58,13.92
"DJ Bravo","VR Iyer",10,5,3
"DJ Bravo","VVS Laxman",14,19,8.14285714285714
"DJ Bravo","Washington Sundar",4,13,19.5
"DJ Bravo","WP Saha",34,34,6
"DJ Bravo","X Thalaivan Sargunam",6,3,3
"DJ Bravo","Y Gnaneswara Rao",5,5,6
"DJ Bravo","Y Venugopal Rao",21,29,8.28571428571429
"DJ Bravo","Yashpal Singh",2,2,6
"DJ Bravo","YK Pathan",48,55,6.875
"DJ Bravo","Yuvraj Singh",19,22,6.94736842105263
"DJ Hooda","C Munro",8,8,6
"DJ Hooda","CH Gayle",12,15,7.5
"DJ Hooda","DA Miller",25,43,10.32
"DJ Hooda","G Gambhir",9,11,7.33333333333333
"DJ Hooda","KD Karthik",4,6,9
"DJ Hooda","MS Wade",3,1,2
"DJ Hooda","PA Patel",4,3,4.5
"DJ Hooda","Q de Kock",9,12,8
"DJ Hooda","RA Tripathi",3,5,10
"DJ Hooda","S Dhawan",30,47,9.4
"DJ Hussey","AB de Villiers",13,25,11.5384615384615
"DJ Hussey","AS Yadav",6,8,8
"DJ Hussey","CL White",1,0,0
"DJ Hussey","DJ Harris",1,0,0
"DJ Hussey","GJ Bailey",1,0,0
"DJ Hussey","K Goel",6,6,6
"DJ Hussey","S Rana",1,0,0
"DJ Hussey","SE Marsh",7,9,7.71428571428571
"DJ Hussey","V Sehwag",4,18,27
"DJ Hussey","WP Saha",6,4,4
"DJ Muthuswami","DJ Bravo",1,0,0
"DJ Muthuswami","LMP Simmons",3,1,2
"DJ Muthuswami","MK Pandey",3,0,0
"DJ Muthuswami","RV Uthappa",4,5,7.5
"DJ Thornely","I Sharma",3,0,0
"DJ Thornely","SC Ganguly",5,2,2.4
"DJ Thornely","V Sehwag",1,0,0
"DJ Willey","C de Grandhomme",1,0,0
"DJ Willey","K Gowtham",5,14,16.8
"DJ Willey","YBK Jaiswal",4,3,4.5
"DJG Sammy","AC Gilchrist",1,0,0
"DJG Sammy","BMAJ Mendis",3,3,6
"DJG Sammy","BR Dunk",3,5,10
"DJG Sammy","CA Pujara",3,6,12
"DJG Sammy","DA Miller",8,7,5.25
"DJG Sammy","DH Yagnik",2,0,0
"DJG Sammy","LA Pomersbach",10,15,9
"DJG Sammy","M Vijay",8,11,8.25
"DJG Sammy","P Awana",1,0,0
