"batsman1","bowler1","totalRuns"
"Gurkeerat Singh","Kartik Tyagi",4
"Gurkeerat Singh","KK Ahmed",6
"Gurkeerat Singh","KV Sharma",4
"Gurkeerat Singh","L Balaji",17
"Gurkeerat Singh","LH Ferguson",7
"Gurkeerat Singh","M Kartik",6
"Gurkeerat Singh","M Morkel",2
"Gurkeerat Singh","MA Starc",1
"Gurkeerat Singh","MC Henriques",18
"Gurkeerat Singh","MJ McClenaghan",1
"Gurkeerat Singh","Mohammad Nabi",5
"Gurkeerat Singh","MS Gony",16
"Gurkeerat Singh","Mustafizur Rahman",7
"Gurkeerat Singh","NLTC Perera",2
"Gurkeerat Singh","P Negi",8
"Gurkeerat Singh","PP Chawla",10
"Gurkeerat Singh","PP Ojha",1
"Gurkeerat Singh","R Ashwin",39
"Gurkeerat Singh","R Parag",6
"Gurkeerat Singh","R Vinay Kumar",3
"Gurkeerat Singh","RA Jadeja",13
"Gurkeerat Singh","Rashid Khan",11
"Gurkeerat Singh","S Gopal",4
"Gurkeerat Singh","S Ladda",1
"Gurkeerat Singh","S Lamichhane",2
"Gurkeerat Singh","S Nadeem",2
"Gurkeerat Singh","S Sreesanth",2
"Gurkeerat Singh","Sandeep Sharma",3
"Gurkeerat Singh","Shakib Al Hasan",6
"Gurkeerat Singh","SK Trivedi",9
"Gurkeerat Singh","SMSM Senanayake",5
"Gurkeerat Singh","SP Narine",4
"Gurkeerat Singh","SR Watson",3
"Gurkeerat Singh","STR Binny",1
"Gurkeerat Singh","T Natarajan",6
"Gurkeerat Singh","TA Boult",12
"Gurkeerat Singh","TG Southee",5
"Gurkeerat Singh","UT Yadav",3
"Gurkeerat Singh","V Shankar",14
"Gurkeerat Singh","VR Aaron",6
"Gurkeerat Singh","YS Chahal",8
"H Das","CRD Fernando",1
"H Das","DJ Bravo",1
"H Klaasen","AD Russell",4
"H Klaasen","DL Chahar",1
"H Klaasen","JD Unadkat",1
"H Klaasen","Kuldeep Yadav",1
"H Klaasen","M Prasidh Krishna",4
"H Klaasen","MM Ali",1
"H Klaasen","Mohammed Siraj",23
"H Klaasen","O Thomas",1
"H Klaasen","PP Chawla",3
"H Klaasen","R Parag",4
"H Klaasen","SE Rutherford",3
"H Klaasen","SN Thakur",6
"H Klaasen","SP Narine",6
"H Klaasen","TG Southee",2
"H Klaasen","UT Yadav",3
"H Klaasen","YS Chahal",3
"Harbhajan Singh","A Mishra",3
"Harbhajan Singh","A Mithun",12
"Harbhajan Singh","A Nehra",3
"Harbhajan Singh","A Singh",7
"Harbhajan Singh","A Symonds",12
"Harbhajan Singh","A Uniyal",7
"Harbhajan Singh","AB Agarkar",16
"Harbhajan Singh","AB Dinda",4
"Harbhajan Singh","AC Thomas",8
"Harbhajan Singh","AD Mathews",1
"Harbhajan Singh","AJ Tye",2
"Harbhajan Singh","Anand Rajan",1
"Harbhajan Singh","Anureet Singh",29
"Harbhajan Singh","AR Patel",8
"Harbhajan Singh","AS Rajpoot",7
"Harbhajan Singh","Azhar Mahmood",3
"Harbhajan Singh","B Kumar",8
"Harbhajan Singh","B Laughlin",22
"Harbhajan Singh","B Lee",23
"Harbhajan Singh","BA Bhatt",6
"Harbhajan Singh","BB Sran",1
"Harbhajan Singh","BJ Hodge",14
"Harbhajan Singh","CH Morris",1
"Harbhajan Singh","CR Brathwaite",1
"Harbhajan Singh","DE Bollinger",21
"Harbhajan Singh","DJ Bravo",46
"Harbhajan Singh","DP Nannes",15
"Harbhajan Singh","DW Steyn",3
"Harbhajan Singh","FH Edwards",7
"Harbhajan Singh","HV Patel",3
"Harbhajan Singh","I Sharma",26
"Harbhajan Singh","IK Pathan",13
"Harbhajan Singh","Imran Tahir",2
"Harbhajan Singh","Iqbal Abdulla",5
"Harbhajan Singh","J Botha",3
"Harbhajan Singh","JA Morkel",1
"Harbhajan Singh","Jaskaran Singh",4
"Harbhajan Singh","JD Unadkat",17
"Harbhajan Singh","JDP Oram",17
"Harbhajan Singh","JE Taylor",1
"Harbhajan Singh","JH Kallis",2
"Harbhajan Singh","JJ Bumrah",1
"Harbhajan Singh","JP Faulkner",3
"Harbhajan Singh","K Rabada",1
"Harbhajan Singh","KAJ Roach",19
"Harbhajan Singh","KK Cooper",13
"Harbhajan Singh","KW Richardson",4
"Harbhajan Singh","L Balaji",12
"Harbhajan Singh","LR Shukla",5
"Harbhajan Singh","M Ashwin",9
"Harbhajan Singh","M Kartik",2
"Harbhajan Singh","M Morkel",12
"Harbhajan Singh","M Muralitharan",14
"Harbhajan Singh","MA Starc",2
"Harbhajan Singh","MC Henriques",9
"Harbhajan Singh","MG Johnson",7
"Harbhajan Singh","MJ McClenaghan",1
"Harbhajan Singh","MM Patel",2
"Harbhajan Singh","MM Sharma",37
"Harbhajan Singh","MR Marsh",1
"Harbhajan Singh","Mustafizur Rahman",16
"Harbhajan Singh","NM Coulter-Nile",12
"Harbhajan Singh","P Amarnath",7
"Harbhajan Singh","P Awana",4
"Harbhajan Singh","PJ Cummins",1
"Harbhajan Singh","PJ Sangwan",7
"Harbhajan Singh","PP Ojha",2
"Harbhajan Singh","R Ashwin",15
"Harbhajan Singh","R Bhatia",9
"Harbhajan Singh","R Dhawan",26
"Harbhajan Singh","R Vinay Kumar",5
"Harbhajan Singh","RA Jadeja",13
"Harbhajan Singh","RG Sharma",13
"Harbhajan Singh","RJ Harris",6
"Harbhajan Singh","RP Singh",35
"Harbhajan Singh","S Aravind",1
"Harbhajan Singh","S Kaul",1
"Harbhajan Singh","S Nadeem",8
"Harbhajan Singh","Sandeep Sharma",5
"Harbhajan Singh","SB Jakati",4
"Harbhajan Singh","Shakib Al Hasan",8
"Harbhajan Singh","SK Raina",3
"Harbhajan Singh","SK Warne",4
"Harbhajan Singh","SR Watson",12
"Harbhajan Singh","STR Binny",1
"Harbhajan Singh","SW Tait",1
"Harbhajan Singh","T Thushara",5
"Harbhajan Singh","TA Boult",2
"Harbhajan Singh","UT Yadav",7
"Harbhajan Singh","VR Aaron",7
"Harbhajan Singh","Y Venugopal Rao",7
"Harbhajan Singh","YK Pathan",2
"Harbhajan Singh","Z Khan",13
"Harmeet Singh","A Singh",1
"Harmeet Singh","DW Steyn",3
"Harmeet Singh","JH Kallis",10
"Harmeet Singh","SP Narine",4
"Harpreet Brar","Abdul Samad",1
"Harpreet Brar","AR Patel",6
"Harpreet Brar","Avesh Khan",4
"Harpreet Brar","B Kumar",8
"Harpreet Brar","CV Varun",1
"Harpreet Brar","DR Sams",2
"Harpreet Brar","HV Patel",27
"Harpreet Brar","I Sharma",6
"Harpreet Brar","JJ Bumrah",9
"Harpreet Brar","JO Holder",7
"Harpreet Brar","K Rabada",9
"Harpreet Brar","Mohammed Siraj",1
"Harpreet Brar","NM Coulter-Nile",3
"Harpreet Brar","PWH de Silva",1
"Harpreet Brar","Rashid Khan",2
"Harpreet Brar","RD Chahar",2
"Harpreet Brar","Shahbaz Ahmed",3
"Harpreet Brar","SP Narine",9
"Harpreet Brar","TG Southee",4
"Harpreet Brar","YS Chahal",1
"Harpreet Singh","A Singh",2
"Harpreet Singh","R Bhatia",4
"Harpreet Singh","S Aravind",1
"Harpreet Singh","Shakib Al Hasan",1
"Harpreet Singh","SK Trivedi",4
"Harpreet Singh","SK Warne",1
"Harpreet Singh","SP Narine",1
"Harpreet Singh","SR Watson",6
"HF Gurney","SC Kuggeleijn",1
"HH Gibbs","A Kumble",15
"HH Gibbs","A Mishra",5
"HH Gibbs","AA Jhunjhunwala",13
"HH Gibbs","AB Agarkar",7
"HH Gibbs","AB Dinda",16
"HH Gibbs","AD Mathews",19
"HH Gibbs","B Akhil",12
"HH Gibbs","B Lee",34
"HH Gibbs","Bipul Sharma",7
"HH Gibbs","BJ Hodge",12
"HH Gibbs","CH Gayle",13
"HH Gibbs","DE Bollinger",1
"HH Gibbs","DJ Bravo",13
"HH Gibbs","DJ Hussey",2
"HH Gibbs","DP Nannes",22
"HH Gibbs","DS Kulkarni",11
"HH Gibbs","DW Steyn",24
"HH Gibbs","Gagandeep Singh",1
"HH Gibbs","GD McGrath",14
"HH Gibbs","Harbhajan Singh",28
"HH Gibbs","I Sharma",11
"HH Gibbs","IK Pathan",9
"HH Gibbs","Iqbal Abdulla",1
"HH Gibbs","JA Morkel",16
"HH Gibbs","JDP Oram",12
"HH Gibbs","JH Kallis",33
"HH Gibbs","JM Kemp",12
"HH Gibbs","Joginder Sharma",6
"HH Gibbs","L Balaji",19
"HH Gibbs","M Kartik",28
"HH Gibbs","M Muralitharan",27
"HH Gibbs","M Ntini",14
"HH Gibbs","Mashrafe Mortaza",2
"HH Gibbs","MB Parmar",16
"HH Gibbs","MC Henriques",4
"HH Gibbs","MF Maharoof",2
"HH Gibbs","MM Patel",9
"HH Gibbs","Mohammad Asif",5
"HH Gibbs","MS Gony",22
"HH Gibbs","P Kumar",46
"HH Gibbs","PP Chawla",30
"HH Gibbs","R Ashwin",12
"HH Gibbs","R Bhatia",16
"HH Gibbs","R McLaren",2
"HH Gibbs","R Vinay Kumar",30
"HH Gibbs","RA Jadeja",6
"HH Gibbs","RE van der Merwe",26
"HH Gibbs","RR Powar",11
"HH Gibbs","S Ladda",2
"HH Gibbs","S Narwal",3
"HH Gibbs","S Sreesanth",28
"HH Gibbs","SB Jakati",2
"HH Gibbs","SC Ganguly",6
"HH Gibbs","SE Bond",9
"HH Gibbs","Shakib Al Hasan",11
"HH Gibbs","SJ Srivastava",2
"HH Gibbs","SK Raina",12
"HH Gibbs","SK Trivedi",5
"HH Gibbs","SK Warne",3
"HH Gibbs","SL Malinga",6
"HH Gibbs","SP Narine",21
"HH Gibbs","SR Watson",7
"HH Gibbs","ST Jayasuriya",10
"HH Gibbs","SW Tait",4
"HH Gibbs","UT Yadav",2
"HH Gibbs","V Kohli",12
"HH Gibbs","VRV Singh",6
"HH Gibbs","Y Nagar",1
"HH Gibbs","YK Pathan",2
"HH Gibbs","Yuvraj Singh",4
"HH Gibbs","Z Khan",32
"HH Pandya","A Choudhary",9
"HH Pandya","A Mishra",6
"HH Pandya","A Nehra",1
"HH Pandya","A Nortje",22
"HH Pandya","A Zampa",25
"HH Pandya","AB Dinda",30
"HH Pandya","AD Russell",29
"HH Pandya","AJ Tye",27
"HH Pandya","AK Markram",8
"HH Pandya","AN Ahmed",15
"HH Pandya","AR Patel",18
"HH Pandya","Arshdeep Singh",12
"HH Pandya","AS Rajpoot",42
"HH Pandya","Avesh Khan",6
"HH Pandya","B Kumar",20
"HH Pandya","BA Stokes",11
"HH Pandya","Basil Thampi",14
"HH Pandya","BB Sran",3
"HH Pandya","C de Grandhomme",14
"HH Pandya","C Sakariya",3
"HH Pandya","CH Morris",39
"HH Pandya","CJ Anderson",12
"HH Pandya","CJ Green",6
"HH Pandya","CR Woakes",18
"HH Pandya","CV Varun",21
"HH Pandya","D Wiese",1
"HH Pandya","DJ Bravo",55
"HH Pandya","DL Chahar",8
"HH Pandya","DR Sams",10
"HH Pandya","DS Kulkarni",15
"HH Pandya","DT Christian",11
"HH Pandya","DW Steyn",1
"HH Pandya","GC Viljoen",23
"HH Pandya","GJ Maxwell",10
"HH Pandya","HF Gurney",21
"HH Pandya","HV Patel",10
"HH Pandya","I Sharma",22
"HH Pandya","Imran Tahir",16
"HH Pandya","Iqbal Abdulla",1
"HH Pandya","JC Archer",35
"HH Pandya","JD Unadkat",55
"HH Pandya","JDS Neesham",24
"HH Pandya","JJ Bumrah",6
"HH Pandya","JO Holder",6
"HH Pandya","JP Faulkner",2
"HH Pandya","JR Hazlewood",15
"HH Pandya","K Gowtham",7
"HH Pandya","K Rabada",48
"HH Pandya","K Yadav",2
"HH Pandya","KA Pollard",1
"HH Pandya","Kartik Tyagi",30
"HH Pandya","KH Pandya",10
"HH Pandya","KK Ahmed",8
"HH Pandya","KMA Paul",12
"HH Pandya","Kuldeep Yadav",14
"HH Pandya","KW Richardson",1
"HH Pandya","M Ashwin",8
"HH Pandya","M Jansen",4
"HH Pandya","M Prasidh Krishna",55
"HH Pandya","MA Wood",12
"HH Pandya","MC Henriques",5
"HH Pandya","MG Johnson",8
"HH Pandya","MJ Henry",13
"HH Pandya","MJ Santner",2
"HH Pandya","MK Lomror",7
"HH Pandya","MM Ali",5
"HH Pandya","MM Sharma",1
"HH Pandya","Mohammad Nabi",2
"HH Pandya","Mohammed Shami",45
"HH Pandya","Mohammed Siraj",38
"HH Pandya","MP Stoinis",4
"HH Pandya","Mujeeb Ur Rahman",13
"HH Pandya","Mustafizur Rahman",2
"HH Pandya","NA Saini",22
"HH Pandya","NT Ellis",2
"HH Pandya","P Kumar",6
"HH Pandya","P Negi",39
"HH Pandya","PJ Cummins",53
"HH Pandya","PP Chawla",46
"HH Pandya","PWH de Silva",13
"HH Pandya","R Ashwin",57
"HH Pandya","R Parag",7
"HH Pandya","R Tewatia",8
"HH Pandya","RA Jadeja",16
"HH Pandya","Rashid Khan",27
"HH Pandya","Ravi Bishnoi",19
"HH Pandya","RD Chahar",10
"HH Pandya","RP Meredith",8
"HH Pandya","RP Singh",1
"HH Pandya","S Aravind",3
"HH Pandya","S Gopal",3
"HH Pandya","S Kaul",21
"HH Pandya","S Lamichhane",13
"HH Pandya","Sandeep Sharma",15
"HH Pandya","Shahbaz Ahmed",2
"HH Pandya","Shakib Al Hasan",2
"HH Pandya","Shivam Mavi",20
"HH Pandya","SM Curran",15
"HH Pandya","SN Thakur",29
"HH Pandya","SP Narine",56
"HH Pandya","SR Watson",12
"HH Pandya","T Natarajan",23
"HH Pandya","TA Boult",34
"HH Pandya","TG Southee",20
"HH Pandya","TK Curran",28
"HH Pandya","TS Mills",6
"HH Pandya","Umran Malik",28
"HH Pandya","UT Yadav",35
"HH Pandya","Washington Sundar",22
"HH Pandya","YS Chahal",45
"HH Pandya","Z Khan",6
"HM Amla","A Choudhary",1
"HM Amla","A Mishra",1
"HM Amla","A Nehra",25
"HM Amla","AB Dinda",8
"HM Amla","AJ Tye",19
"HM Amla","Ankit Soni",16
"HM Amla","B Kumar",11
"HM Amla","B Stanlake",14
"HM Amla","BA Stokes",2
"HM Amla","Basil Thampi",41
"HM Amla","BCJ Cutting",5
"HM Amla","CH Morris",9
"HM Amla","CJ Jordan",3
"HM Amla","CR Woakes",10
"HM Amla","DL Chahar",7
"HM Amla","DS Kulkarni",15
"HM Amla","DT Christian",11
"HM Amla","Harbhajan Singh",5
"HM Amla","HH Pandya",3
"HM Amla","IK Pathan",10
"HM Amla","Imran Tahir",3
"HM Amla","Iqbal Abdulla",9
"HM Amla","JJ Bumrah",13
"HM Amla","JP Faulkner",25
"HM Amla","K Rabada",8
"HM Amla","KH Pandya",20
"HM Amla","KV Sharma",12
"HM Amla","MC Henriques",21
"HM Amla","MJ McClenaghan",12
"HM Amla","Mohammed Shami",1
"HM Amla","Mustafizur Rahman",16
"HM Amla","NB Singh",1
"HM Amla","NLTC Perera",7
"HM Amla","P Negi",2
"HM Amla","PJ Sangwan",10
"HM Amla","PP Chawla",1
"HM Amla","R Ashwin",4
"HM Amla","R Bhatia",3
"HM Amla","RA Jadeja",25
"HM Amla","RD Chahar",3
"HM Amla","S Aravind",7
"HM Amla","S Nadeem",7
"HM Amla","SK Raina",5
"HM Amla","SL Malinga",51
"HM Amla","SP Narine",2
"HM Amla","SR Watson",9
"HM Amla","SS Agarwal",12
"HM Amla","STR Binny",6
"HM Amla","TA Boult",10
"HM Amla","TS Mills",7
"HM Amla","UT Yadav",2
"HM Amla","YS Chahal",31
"HM Amla","Yuvraj Singh",6
"HM Amla","Z Khan",10
"HV Patel","AJ Tye",2
"HV Patel","Arshdeep Singh",2
"HV Patel","CJ Jordan",17
"HV Patel","CV Varun",3
"HV Patel","DJ Bravo",29
"HV Patel","DL Chahar",2
"HV Patel","IK Pathan",1
"HV Patel","J Suchith",3
"HV Patel","JC Archer",8
"HV Patel","JJ Bumrah",10
"HV Patel","K Rabada",4
"HV Patel","Kartik Tyagi",4
"HV Patel","L Balaji",2
"HV Patel","L Ngidi",5
"HV Patel","LH Ferguson",4
"HV Patel","M Jansen",4
"HV Patel","M Morkel",3
"HV Patel","M Prasidh Krishna",3
"HV Patel","MG Johnson",4
"HV Patel","MM Sharma",1
"HV Patel","Mohammed Shami",15
"HV Patel","R Ashwin",1
"HV Patel","R Tewatia",2
"HV Patel","Rashid Khan",6
"HV Patel","RD Chahar",6
"HV Patel","RN ten Doeschate",2
"HV Patel","S Kaul",8
"HV Patel","Sandeep Sharma",8
"HV Patel","Shakib Al Hasan",10
"HV Patel","Shivam Mavi",8
"HV Patel","SN Thakur",4
"HV Patel","SP Narine",11
"HV Patel","TA Boult",3
"HV Patel","TG Southee",7
"HV Patel","Umran Malik",1
"HV Patel","VR Iyer",9
"HV Patel","YS Chahal",7
"I Malhotra","AB Agarkar",1
"I Malhotra","AM Salvi",6
"I Sharma","A Nehra",5
"I Sharma","A Singh",1
"I Sharma","B Kumar",2
"I Sharma","BA Stokes",1
"I Sharma","DE Bollinger",1
"I Sharma","DJ Bravo",5
"I Sharma","Harbhajan Singh",1
"I Sharma","Harmeet Singh",9
"I Sharma","JD Unadkat",1
"I Sharma","JDP Oram",1
"I Sharma","Joginder Sharma",3
"I Sharma","Kamran Khan",1
"I Sharma","M Muralitharan",2
"I Sharma","R Ashwin",2
"I Sharma","RA Jadeja",10
"I Sharma","SK Raina",2
"I Sharma","Sohail Tanvir",3
"I Sharma","Z Khan",5
"I Udana","A Nortje",5
"I Udana","CJ Jordan",2
"I Udana","Mohammed Shami",8
"IK Pathan","A Kumble",7
"IK Pathan","A Mishra",29
"IK Pathan","A Mithun",6
"IK Pathan","A Nehra",10
"IK Pathan","A Singh",4
"IK Pathan","A Symonds",5
"IK Pathan","AA Jhunjhunwala",2
"IK Pathan","AB Agarkar",8
"IK Pathan","AB Dinda",17
"IK Pathan","AB McDonald",1
"IK Pathan","AD Mascarenhas",2
"IK Pathan","AD Mathews",19
"IK Pathan","AG Murtaza",7
"IK Pathan","AM Salvi",6
"IK Pathan","Anand Rajan",4
"IK Pathan","Ankit Sharma",1
"IK Pathan","AR Patel",2
"IK Pathan","Azhar Mahmood",1
"IK Pathan","B Kumar",2
"IK Pathan","B Lee",17
"IK Pathan","BA Bhatt",1
"IK Pathan","BW Hilfenhaus",1
"IK Pathan","CH Gayle",5
"IK Pathan","DE Bollinger",25
"IK Pathan","DJ Bravo",21
"IK Pathan","DJ Hussey",10
"IK Pathan","DJG Sammy",5
"IK Pathan","DL Vettori",2
"IK Pathan","DS Kulkarni",1
"IK Pathan","DT Christian",6
"IK Pathan","DW Steyn",8
"IK Pathan","GJ Maxwell",2
"IK Pathan","Gurkeerat Singh",1
"IK Pathan","Harbhajan Singh",27
"IK Pathan","Harmeet Singh",8
"IK Pathan","HV Patel",1
"IK Pathan","I Sharma",35
"IK Pathan","JA Morkel",50
"IK Pathan","JD Ryder",9
"IK Pathan","JD Unadkat",7
"IK Pathan","JDP Oram",2
"IK Pathan","JH Kallis",22
"IK Pathan","Joginder Sharma",1
"IK Pathan","JP Duminy",3
"IK Pathan","JP Faulkner",8
"IK Pathan","KA Pollard",2
"IK Pathan","KK Cooper",4
"IK Pathan","KV Sharma",3
"IK Pathan","KW Richardson",5
"IK Pathan","L Balaji",18
"IK Pathan","M de Lange",16
"IK Pathan","M Kartik",2
"IK Pathan","M Muralitharan",20
"IK Pathan","M Ntini",2
"IK Pathan","MA Starc",4
"IK Pathan","MC Henriques",9
"IK Pathan","MF Maharoof",3
"IK Pathan","MM Patel",14
"IK Pathan","MM Sharma",2
"IK Pathan","Mohammad Asif",9
"IK Pathan","MS Gony",30
"IK Pathan","NLTC Perera",6
"IK Pathan","P Amarnath",9
"IK Pathan","P Awana",19
"IK Pathan","P Kumar",23
"IK Pathan","P Parameswaran",1
"IK Pathan","Pankaj Singh",2
"IK Pathan","PC Valthaty",1
"IK Pathan","PJ Sangwan",13
"IK Pathan","PP Chawla",19
"IK Pathan","PP Ojha",11
"IK Pathan","PV Tambe",2
"IK Pathan","R Ashwin",29
"IK Pathan","R Bhatia",16
"IK Pathan","R Dhawan",3
"IK Pathan","R Rampaul",18
"IK Pathan","R Sharma",3
"IK Pathan","R Vinay Kumar",13
"IK Pathan","RE van der Merwe",7
"IK Pathan","RG Sharma",10
"IK Pathan","RJ Harris",9
"IK Pathan","RP Singh",68
"IK Pathan","RR Powar",8
"IK Pathan","S Aravind",7
"IK Pathan","SB Jakati",4
"IK Pathan","SC Ganguly",10
"IK Pathan","SE Bond",7
"IK Pathan","Shakib Al Hasan",3
"IK Pathan","Shoaib Ahmed",2
"IK Pathan","SK Raina",6
"IK Pathan","SK Trivedi",5
"IK Pathan","SK Warne",33
"IK Pathan","SL Malinga",19
"IK Pathan","SM Harwood",2
"IK Pathan","SM Pollock",1
"IK Pathan","SP Narine",22
"IK Pathan","SR Watson",4
"IK Pathan","ST Jayasuriya",1
"IK Pathan","SW Tait",8
"IK Pathan","T Thushara",6
"IK Pathan","TL Suman",4
"IK Pathan","Umar Gul",11
"IK Pathan","UT Yadav",3
"IK Pathan","VY Mahesh",8
"IK Pathan","WD Parnell",5
"IK Pathan","WPUJC Vaas",8
"IK Pathan","YK Pathan",31
"IK Pathan","Yuvraj Singh",5
"IK Pathan","Z Khan",26
"Imran Tahir","A Nehra",2
"Imran Tahir","AR Patel",4
"Imran Tahir","BCJ Cutting",4
"Imran Tahir","D Wiese",1
"Imran Tahir","HH Pandya",1
"Imran Tahir","HV Patel",1
"Imran Tahir","JJ Bumrah",5
"Imran Tahir","KH Pandya",7
"Imran Tahir","MA Starc",1
"Imran Tahir","MJ McClenaghan",5
"Imran Tahir","R Vinay Kumar",1
"Imran Tahir","TA Boult",1
"Iqbal Abdulla","Anand Rajan",2
"Iqbal Abdulla","B Kumar",4
"Iqbal Abdulla","CH Morris",2
"Iqbal Abdulla","DJ Bravo",16
"Iqbal Abdulla","DR Smith",3
"Iqbal Abdulla","Harbhajan Singh",2
"Iqbal Abdulla","HH Pandya",1
"Iqbal Abdulla","JJ Bumrah",13
"Iqbal Abdulla","KK Cooper",1
"Iqbal Abdulla","M Muralitharan",1
"Iqbal Abdulla","MF Maharoof",1
"Iqbal Abdulla","MJ McClenaghan",1
"Iqbal Abdulla","P Kumar",2
"Iqbal Abdulla","PJ Cummins",3
"Iqbal Abdulla","R Vinay Kumar",5
"Iqbal Abdulla","RA Jadeja",2
"Iqbal Abdulla","RE van der Merwe",1
"Iqbal Abdulla","RP Singh",6
"Iqbal Abdulla","SB Jakati",10
"Iqbal Abdulla","SL Malinga",9
"Iqbal Abdulla","TG Southee",3
"IR Jaggi","A Nehra",4
"IR Jaggi","A Singh",9
"IR Jaggi","AC Thomas",5
"IR Jaggi","B Lee",1
"IR Jaggi","Bipul Sharma",1
"IR Jaggi","Iqbal Abdulla",2
"IR Jaggi","J Botha",9
"IR Jaggi","JDP Oram",2
"IR Jaggi","KH Pandya",5
"IR Jaggi","KV Sharma",4
"IR Jaggi","L Balaji",1
"IR Jaggi","MG Johnson",7
"IR Jaggi","MM Patel",1
"IR Jaggi","MN Samuels",1
"IR Jaggi","R Bhatia",1
"IR Jaggi","Rashid Khan",2
"IR Jaggi","RP Singh",1
"IR Jaggi","S Kaul",2
"IR Jaggi","SK Trivedi",1
"IR Jaggi","SK Warne",4
"IR Jaggi","SL Malinga",12
"IR Jaggi","SP Narine",1
"IS Sodhi","A Mishra",1
"IS Sodhi","AR Patel",1
"IS Sodhi","I Sharma",2
"IS Sodhi","KMA Paul",2
"IS Sodhi","SP Narine",1
"Ishan Kishan","A Mishra",8
"Ishan Kishan","A Nortje",51
"Ishan Kishan","A Zampa",14
"Ishan Kishan","Abdul Samad",2
"Ishan Kishan","Abhishek Sharma",2
"Ishan Kishan","AD Russell",17
"Ishan Kishan","AJ Tye",3
"Ishan Kishan","AR Patel",63
"Ishan Kishan","Arshdeep Singh",1
"Ishan Kishan","AS Joseph",7
"Ishan Kishan","AS Rajpoot",23
"Ishan Kishan","Avesh Khan",1
"Ishan Kishan","B Kumar",12
"Ishan Kishan","BA Stokes",12
"Ishan Kishan","C Sakariya",26
"Ishan Kishan","CH Morris",4
"Ishan Kishan","CJ Anderson",2
"Ishan Kishan","CR Woakes",1
"Ishan Kishan","CV Varun",11
"Ishan Kishan","DJ Bravo",22
"Ishan Kishan","DJ Hooda",1
"Ishan Kishan","DJ Willey",8
"Ishan Kishan","DL Chahar",24
"Ishan Kishan","DR Sams",10
"Ishan Kishan","DS Kulkarni",18
"Ishan Kishan","DT Christian",13
"Ishan Kishan","DW Steyn",8
"Ishan Kishan","GC Viljoen",1
"Ishan Kishan","GJ Maxwell",28
"Ishan Kishan","Gurkeerat Singh",1
"Ishan Kishan","Harbhajan Singh",44
"Ishan Kishan","HH Pandya",1
"Ishan Kishan","HV Patel",11
"Ishan Kishan","I Udana",20
"Ishan Kishan","Imran Tahir",45
"Ishan Kishan","JC Archer",12
"Ishan Kishan","JD Unadkat",26
"Ishan Kishan","JDS Neesham",4
"Ishan Kishan","JJ Bumrah",8
"Ishan Kishan","JO Holder",24
"Ishan Kishan","JP Duminy",1
"Ishan Kishan","JR Hazlewood",17
"Ishan Kishan","K Gowtham",9
"Ishan Kishan","K Rabada",58
"Ishan Kishan","K Yadav",10
"Ishan Kishan","Kartik Tyagi",2
"Ishan Kishan","KC Cariappa",7
"Ishan Kishan","KH Pandya",6
"Ishan Kishan","KK Ahmed",18
"Ishan Kishan","KL Nagarkoti",8
"Ishan Kishan","KS Williamson",12
"Ishan Kishan","Kuldeep Yadav",46
"Ishan Kishan","Lalit Yadav",16
"Ishan Kishan","LE Plunkett",3
"Ishan Kishan","LH Ferguson",7
"Ishan Kishan","M Prasidh Krishna",28
"Ishan Kishan","MA Wood",2
"Ishan Kishan","MC Henriques",3
"Ishan Kishan","MG Johnson",5
"Ishan Kishan","MJ McClenaghan",21
"Ishan Kishan","MM Ali",7
"Ishan Kishan","MM Sharma",22
"Ishan Kishan","Mohammad Nabi",25
"Ishan Kishan","Mohammed Shami",34
"Ishan Kishan","Mohammed Siraj",33
"Ishan Kishan","MP Stoinis",43
"Ishan Kishan","MR Marsh",5
"Ishan Kishan","Mujeeb Ur Rahman",10
"Ishan Kishan","Mustafizur Rahman",13
"Ishan Kishan","NA Saini",56
"Ishan Kishan","NM Coulter-Nile",1
"Ishan Kishan","P Dubey",28
"Ishan Kishan","P Negi",13
"Ishan Kishan","P Sahu",6
"Ishan Kishan","PJ Cummins",22
"Ishan Kishan","PJ Sangwan",10
"Ishan Kishan","PP Chawla",14
"Ishan Kishan","PWH de Silva",11
"Ishan Kishan","R Ashwin",53
"Ishan Kishan","R Parag",4
"Ishan Kishan","R Tewatia",35
"Ishan Kishan","RA Jadeja",25
"Ishan Kishan","Rashid Khan",74
"Ishan Kishan","Rasikh Salam",2
"Ishan Kishan","Ravi Bishnoi",15
"Ishan Kishan","S Aravind",33
"Ishan Kishan","S Badree",12
"Ishan Kishan","S Gopal",19
"Ishan Kishan","S Kaul",45
"Ishan Kishan","S Nadeem",5
"Ishan Kishan","Sandeep Sharma",28
"Ishan Kishan","Shakib Al Hasan",1
"Ishan Kishan","SL Malinga",9
"Ishan Kishan","SM Curran",1
"Ishan Kishan","SN Thakur",31
"Ishan Kishan","SP Narine",22
"Ishan Kishan","SR Watson",6
"Ishan Kishan","SS Cottrell",7
"Ishan Kishan","T Natarajan",17
"Ishan Kishan","TA Boult",24
"Ishan Kishan","TG Southee",5
"Ishan Kishan","TM Head",10
"Ishan Kishan","Umran Malik",33
"Ishan Kishan","UT Yadav",3
"Ishan Kishan","V Shankar",2
"Ishan Kishan","VR Iyer",6
"Ishan Kishan","Washington Sundar",40
"Ishan Kishan","YK Pathan",2
